Gene	GSM4559630_Control1_1	GSM4559631_Control2_1	GSM4559632_Control3_1	GSM4559633_Ad5-hACE2-transduced1_1	GSM4559634_Ad5-hACE2-transduced2_1	GSM4559635_Ad5-hACE2-transduced3_1
Msantd1	0.12	0.18	0.29	0.12	0.09	0.05
DQ540913	0	0	0	0	0	0
AK077474	0.04	0	0.44	0.21	0.51	0.01
AK172064	0.05	0.16	0.27	0.21	0.13	0.2
AK148617	0.06	0.14	0.1	0.15	0.42	0.41
DQ552253	0	0	0	0	0	0
DQ717554	0	0	0	0	0	0
Gm40893	0	0.04	0.1	0	0.06	0.05
Ifi202b	6.08	6.78	6.06	48.74	45.52	47.23
DQ725987	0	0	0	0	0	0
Map3k1	2.15	2.21	2.3	9.08	10.64	9.36
Rab34	1.44	2.02	1.85	2.72	3.16	1.9
Ppfibp1	2.94	2.94	3.8	6.03	10.59	7.08
DQ693763	0	0	0	0	0	0
Olfr920	0.02	0.08	0.18	0.12	0.16	0.28
Mc5r	0	0.36	0	0	0.07	0.22
Dnah8	0.32	0.34	0.4	1.21	2.28	2.4
Atg9a	1.18	0.72	1.12	2.93	4.93	4.39
Slamf7	0.85	1.29	0.58	16.44	16.55	18.89
DQ711604	0	0	0	0	0	0
Kremen1	0.52	0.83	0.85	2.23	5.55	3.94
Unc5b	0.32	0.41	0.61	1.62	4.96	2.36
Pex12	0.36	0.3	0.49	0.68	1.1	0.97
Zfp72	0.19	0.18	0.07	0.42	0.69	0.73
DQ686292	0	0	0	0	0	0
Nfkbil1	0.67	1.46	1.31	1.48	2.4	2.91
1700027A15Rik	0	0	0.29	0.59	0	0.3
B3galt2	0.05	0.01	0.48	0.18	1.99	1.11
Gm14322	0.5	0.56	0.58	0.42	1.04	1.18
Sh3glb1	8.41	12.14	10.87	27.49	28.09	28.34
DQ695300	0	0	0	0	0	0
AK006766	0	0	0	0	0	0
Gm2022	0	0.17	0	0.17	0	0.04
Adamts14	0.16	0.28	0.36	1.14	3	1.98
1600029I14Rik	0	0	0.05	0.14	0.32	0
Rinl	1.93	2.25	1.68	5.7	7.28	6.87
AB336574	0	0	0	0	0	0
Gm13539	0	0	0.24	0.11	0	0.17
DQ557234	0	0	0	0	0	0
DQ726160	0	0	0	0	0	0
Gm1965	0.03	0.11	0.11	0.33	0.07	0.03
DQ702678	0	0	0	0	0	0
DQ555679	0	0	0	0	0	0
Ubqlnl	0	0	0.12	0.11	0.07	0.13
DQ706140	0	0	0	0	0	0
Lrrc26	0.1	0.34	0.54	0.27	0.84	0.41
Cdc42bpa	2.12	2.82	2.97	3.26	8.38	6.46
TRNA_Trp	0	0	0	0	0	0
DQ697025	0	0	0	0	0	0
Rflnb	2.78	2.57	2.5	4.19	4.59	3.6
DQ724884	0	0	0	0	0	0
Cox8a	43.54	60.85	58.82	127.12	107.32	93.4
Olfr794	0	0	0	0	0	0
Raet1a	0	0	0	0	0.1	0.41
AK052812	0	0.04	0.04	0.24	0	0.09
DQ547177	0	0	0	0	0	0
AK161014	0.17	0.07	0.34	0.6	1.74	0.79
Prl7c1	0	0.07	0	0.06	0	0.08
Gm8580	0.58	0.07	0.31	0.65	0.49	0.98
Fv1	0.06	0.46	0.3	0.74	1.02	1.06
Zfhx2	0.42	0.32	0.38	0.88	1.68	1.96
Sox10	0.1	0.14	0.19	0.14	0.14	0.66
AK014974	0	0.34	0	0.17	0.03	0
AK172129	0	0	0	0	0.16	0
DQ700826	0	0	0	0	0	0
Ndufa2	6.79	7.06	8.43	11.03	10.85	8.37
DQ689656	0	0	0	0	0	0
Atf7	3.73	3.71	4.99	8.49	18.34	15.2
DQ716625	0	0	0	0	0	0
Ulk1	1.66	1.25	2.04	4.32	7.18	6.56
Dhrs13	0.4	0.32	0.29	0.2	1.14	0.88
DQ723529	0	0	0	0	0	0
Trim44	5.87	6.02	6.86	7.81	18.2	14.7
Mtmr10	1.46	1.56	1.68	2.26	4.38	3.22
DQ558886	0	0	0	0	0	0
Arhgap42	0.92	1.16	0.93	0.84	6.06	3.09
Daam2	0.78	0.93	1.4	1.42	5.18	3.32
DQ705927	0	0	0	0	0	0
Neo1	0.58	0.94	1.68	1.16	3.4	2.07
Pgam2	0.38	0.29	0.77	1.09	1.99	1.07
Bbof1	0.16	0	0.18	0.21	0.57	0.42
Olfr1051	0	0.04	0.22	0	0	0
DQ709199	0	0	0	0	0	0
Nat8l	0.08	0.21	0.23	0.29	0.29	0.28
AK080470	0.19	0.04	0	0.32	1.88	1.36
9030204H09Rik	0	0	0	0.1	0.15	0
Yipf5	1.7	1.97	2.27	5.59	8.42	6.83
Mir6339	0	0	0	0	0	0
Mgp	56.24	78.83	72.31	89.34	196.11	114.46
Ppp2r5b	1.15	1.69	2.47	4.19	5.42	5.61
DQ692498	0	0	0	0	0	0
DQ554003	0	0	0	0	0	0
Arhgap6	0.99	1.22	2.09	2.09	6.19	4.32
Cfap69	0.36	0.38	0.26	0.39	2.67	2.42
Akirin1	3.51	4.39	4.87	11	11.57	10.15
AK141131	0.06	0.07	0.02	0.13	1.18	1.14
Fabp4	1.35	0.79	2.22	1.31	3.3	1.84
AK192501	1.55	0	0	0	1.17	0
DQ713582	0	0	0	0	0	0
Cd300lg	0.23	0.4	0.43	0.96	0.59	1.03
AK007185	0	0	0	0	0	0
DQ696641	0	0	0	0	0	0
DQ687127	0	0	0	0	0	0
DQ703636	0	0	0	0	0	0
AK035649	0.02	0.07	0.04	0.23	0.83	0.91
1700028P15Rik	0	0.08	0.02	0.03	0.02	0.09
DQ551419	0	0	0	0	0	0
Gm9733	0	0.42	0.08	3.4	2.82	2.1
Nkrf	0.31	0.54	0.24	0.72	1.35	1.33
A630066F11Rik	0.14	0.22	0.24	0.52	0.55	0.2
Dnajc8	10.06	10.78	11.95	22.03	27.55	20.23
Mir7669	0	0	0	0	0	0
Srcap	3.62	4.49	5.12	15.15	26.87	22.23
2310057J18Rik	0.02	0	0	0.34	0	0
DQ555936	0	0	0	0	0	0
DQ685974	0	0	0	0	0	0
Ifit1	4.67	8.04	6	68.04	73.52	70.79
1700008K24Rik	0	0	0	0	0	0.14
Fbxo33	0.78	0.93	1.24	2.9	2.82	2.83
AK079730	0	0.07	0	0.11	0.33	0.16
Ppy	0.31	0	0	0.32	0.24	0
Fah	1.05	1.26	1.59	1.98	3.79	2.62
AB340983	0	0	0	0	0	0
Ufsp2	1.76	2.49	2.84	4.21	4.33	4.12
Metap2	1.88	3.08	2.31	4.77	5.78	5.44
Dcpp2	0	0.5	0	0	0	0
DQ704877	0	0	0	0	0	0
Serpinb11	0	0	0.02	0.03	0	0
Eomes	0.37	0.8	0.32	1.44	1.49	2.08
AK038425	0.04	0	0.02	0.29	0.99	0.53
Dclre1a	0.47	0.34	0.62	1.4	1.97	1.37
Asb18	0.12	0.45	0	0.04	0.07	0.24
Btbd3	1.99	3.09	3.13	2.36	6.54	5.94
Mylk4	0.7	0.85	1.82	4.3	1.72	3.37
KY467491	0.03	0	0.05	0.14	0	0
Eif2ak4	0.83	0.92	1.12	2.36	6.57	4.81
AK181755	0	0	0	0	0	0
Hrh2	0.3	0.23	0.15	1.01	1.1	1.3
Crybb3	0.57	0.28	0.52	0.22	0.29	0.66
Mup15	0	0	0	0.02	0	0.06
Arcn1	8.07	9.9	8.92	20.03	33.36	26.8
Gm15706	0.27	0.21	0.14	0.4	0.31	1.1
Tshz1	0.83	1.61	1.31	2.15	3.22	2.36
Raf1	3.25	3.49	3.8	10.42	16.25	11.63
Rhebl1	0.1	0.57	0.54	0.31	0.49	0.55
M30875	0	0	0	0	0	0
Nfkbid	0.87	0.85	0.76	4.3	6.97	6.34
AK165889	0	0	0.13	0	0	0
E130304I02Rik	0	0.06	0.45	0.1	0.59	0.69
Rasal3	1.81	0.85	1.47	4.65	7.37	6.12
Kdm5a	1.55	1.36	1.8	4.36	11.22	8.45
Secisbp2l	3.91	5.35	5.13	9.81	17.63	14.96
AK209885	4.43	3.41	0	0	0	0
Allc	0	0	0.03	0	0	0.18
Grin2b	0.05	0.23	0.12	0.19	0.05	0.29
DQ561971	0	0	0	0	0	0
AB351564	0	0	0	0	0	0
Adcy1	0.04	0.05	0.08	0.09	0.14	0.14
Smg5	1.67	1.51	2.11	6.95	14.05	11.39
Gm12695	0	0.04	0.22	0.13	0.79	0.44
Plk4	0.35	0.7	0.77	0.93	1.54	0.91
Ppfia3	0.42	0.24	0.42	0.28	0.08	0.28
Akt1s1	2.29	3.06	3.85	4.42	5.93	5.95
Mirg	0.02	0.05	0.2	0.09	0.17	0.14
Mkl2	1.92	2.15	2.51	6.41	9.41	9.78
Olfr1308	0	0	0	0	0	0.09
Six3os1	0.12	0.41	0.33	0.29	0.19	0.17
Tmc3	0.07	0.19	0.11	0.11	0.12	0.05
DQ693187	0	0	0	0	0	0
Myoz2	0.21	0.79	0.01	0.29	1.55	1.02
Ap4s1	1.93	2.82	3.11	6.04	7.96	7.5
G6pd2	0	0.02	0.11	0.06	0.05	0.1
Sema3a	0.79	0.93	1.07	1.07	5.12	4.25
Pex19	2.5	2.1	2.74	4.66	8.44	8.43
Cpox	0.71	0.65	1.48	3.06	4.01	3.8
DQ710343	0	0	0	0	0	0
M37286	0	0	0	0	0	0
Stpg2	0	0	0	0.02	0	0.03
Vmn1r47	0.04	0	0	0	0	0.09
Gpr174	0.2	0.42	0.2	0.78	1.22	1.29
Rftn2	2.77	3.31	3.06	1.95	3.62	1.83
Wipi2	1.94	2.52	2.31	4.88	8.15	6.12
AK080945	0.04	0	0.13	0.38	2.04	1.23
Zscan10	0.11	0.03	0	0.19	0	0.07
Rnf167	4.8	3.29	4.77	10.02	18.06	14.33
AK166895	1.11	3.31	2.61	1.66	1.42	1.78
AK154184	0.28	0.39	0.37	1.31	3.17	3.28
DQ704652	0	0	0	0	0	0
Naip7	0	0.06	0.14	0	0.31	0
DQ710249	0	0	0	0	0	0
Tmem54	0.07	0.38	0.04	0.51	0.96	0.71
Mir692-3	0	0	0	0	0	0
A630019I02Rik	0.08	0	0	0.17	0.39	0.19
Pabpn1l	0	0	0	0	0	0
Olfr1170	0	0	0	0	0	0
Ptcd1	0.66	0.88	1.15	2.75	3.76	3.63
AK034330	0.07	0	0.18	0.11	0.08	0.06
Vmn2r60	0	0.01	0.11	0.02	0.03	0.03
Mir193b	0	0	0	0	0	0
Dnajb3	0.49	0.28	0.9	0.39	1.12	0.68
AK033148	0.01	0.1	0.03	0.06	0.73	0.15
Vmn2r36	0.09	0.25	0.2	0.16	0.04	0.08
Mx2	0.31	0.77	1.47	9.55	26.43	18.99
Rtcb	4.69	6.2	4.85	7.72	10.35	8.28
2410022M11Rik	0.09	0.73	0.69	0.91	1.2	0.98
Rpl36al	12.68	18.76	22.97	37.2	37.64	23.45
Plin2	13	12.36	13.68	89.64	69.34	73.76
Gpr165	0.02	0.07	0.11	0.2	0.07	0.02
Oxtr	0.05	0.24	0.09	0.23	0.08	0.22
Rab3gap1	1.17	1.46	1.95	3.44	6.27	4.79
AK050437	0.01	0.03	0.07	0.2	0.25	0.15
BC051516	0.15	0.26	0	0.43	0.31	0.79
Idh2	4.52	5.53	5.14	7.68	10.53	8.47
2810403D21Rik	0.18	0.23	0.25	1.03	0.83	0.83
AK048946	0.08	0.23	0.34	0.24	0.98	1.11
Rarres1	0.23	0.14	0.18	0.15	0.41	0.52
Dpm1	0.19	0.02	0.35	0.23	0.78	0.61
DQ550370	0	0	0	0	0	0
Ccdc9	2.15	2.12	3.14	3.96	10.49	7.54
AK142614	0.15	0.25	0.12	0.09	0.1	0.2
Cd72	2.03	2.15	1.81	19.3	19.91	20.19
Tigar	0.3	0.19	0.52	0.79	1.2	0.92
Kcnmb3	0	0	0.18	0	0	0
Rex2	0.05	0.08	0.05	0.08	0	0.11
DQ540595	0	0	0	0	0	0
DQ707012	0	0	0	0	0	0
Tceal5	0.09	0.4	0.45	0.53	0	0.5
Olfr48	0	0.2	0.27	0.06	0	0.1
KY467470	0.07	0.06	0.08	0.34	2.39	1.63
Slc20a1	1.85	1.09	1.48	4.7	13.64	10.87
DQ718403	0	0	0	0	0	0
Rnls	0.42	0.7	0.5	0.8	0.74	0.93
Abhd14b	1.74	1.01	0.75	2.37	4	4.16
DQ698598	0	0	0	0	0	0
DQ725353	0	0	0	0	0	0
Atp6v1d	2.64	4.42	3.22	11.55	14.16	13.6
Plekhf2	4.83	5.18	5.28	21.91	16.99	16.33
Il1rn	7.93	8	4.69	77.33	68.91	68.84
AK037549	0.03	0.14	0.33	0.6	0.39	0.63
Atp8b5	0	0.1	0.06	0.11	0.23	0.12
DQ712777	0	0	0	0	0	0
Mir486	0	0	0	0	0	0
AK019057	0	0	0	0.2	0	0
DQ548469	0	0	0	0	0	0
Scamp4	1.28	1.31	1.4	4.14	5.92	4.04
Hus1b	0.05	0.03	0	0.05	0.5	0.21
Vmn1r1	0	0.04	0	0	0	0
2310020H05Rik	0	0	0	0	0	0
Nudt18	2.5	2.87	0.9	1.68	5.14	2.96
Mesp1	0.25	0.2	0.4	0.26	0.64	0.39
Olfm2	0.15	0.19	0.07	0.31	0.32	0.58
Fbxo36	0.1	0.7	0.23	0.97	0.3	0.69
Tubb2a-ps2	0	0	0	0	0	0
AK076892	0	0	0	0	0	0
AK203706	1.08	1.58	0.3	0.38	1.23	2.28
Pyurf	0.24	0.27	0.22	0.38	0.73	0.69
Raver1	1.92	3.27	2.81	9.6	10.06	7.66
KY468003	0	0	0	0	0	0
DQ700447	0	0	0	0	0	0
Tfr2	0.04	0.03	0.15	0.07	0.04	0.04
Cct5	5.81	7.19	6.78	15.02	13.26	12.31
Aldh3a2	4.26	4.05	4.67	8.41	13.15	11.23
1700065L07Rik	0	0	0	0	0	0
Acat2	0.92	0.91	1.49	1.87	2.52	1.3
Prex1	3.95	5.02	4.36	16.7	17.33	16.87
Pi16	1.31	2.26	2.76	3.8	3.45	4.13
Tecta	0.05	0.03	0.37	0.09	0.01	0.06
Stk35	0.6	0.85	0.79	2.17	4.78	5.07
Hsf3	0	0.01	0	0.05	0.02	0
Cenpk	0.17	0.13	0.06	0.36	0.32	0.27
Ppp1r3b	0.35	0.64	0.28	1.28	1.24	1.99
Ribc1	0	0.2	0.1	0.35	0.43	0.16
AK160987	1.5	3.15	3.09	2.92	5.39	6.14
Cul1	2.56	3.23	3.61	5.97	7.57	5.67
DQ542980	0	0	0	0	0	0
Spata18	0.77	0.51	0.63	0.81	2.79	2.18
AB349959	0	0	0	0	0	0
Rad54l	0.29	0.24	0.4	0.93	0.79	0.78
Klhdc9	0.32	0.27	0.26	0.27	0.84	0.46
Fam160b2	0.7	0.59	0.82	2.03	3.87	2.88
Otx1	0.08	0.33	0.17	0.13	0.09	0.2
DQ725449	0	0	0	0	0	0
Spryd4	0.49	0.42	0.7	0.7	1.19	0.92
Mup4	0	0	0.05	0	0	0
DQ689497	0	0	0	0	0	0
DQ714398	0	0	0	0	0	0
Gm4846	0	0.07	0.12	0	0.05	0
Cdc25a	0.42	0.76	0.79	1.66	2.15	1.78
DQ547696	0	0	0	0	0	0
Mir7213	0	0	0	0	0	0
AK017891	3.79	6.31	8.66	16.6	18.3	20.1
4930483K19Rik	0	0.03	0.15	0	0.2	0
Pde6b	0.07	0.02	0.15	0.02	0	0.16
Tmc8	0.37	0.38	0.59	2.85	2.93	2.04
DQ704191	0	0	0	0	0	0
Wdr77	0.85	1.17	1.3	2.48	4.16	4.08
Ephx3	0.06	0.1	0.04	0.08	0.2	0.06
AK021218	0.09	0	0	0.47	0.19	0
Slc9a9	0.33	0.49	0.58	1.06	2.41	1.58
AK020435	0	0	0	0.09	0	0
Fam57b	0.23	0.39	0.44	0.65	1.16	0.69
AK157453	0.01	0.07	0.03	0.05	0.02	0
Tjap1	1.31	2.25	2.7	5.75	8.25	6.38
Lnp1	0.2	0	0	0	0.2	0
Spaca6	0	0.25	0.5	0.36	2.59	1.39
BC061462	0.22	0.7	0.48	0.48	1.06	0.74
Ccdc71l	0.88	1.68	1.05	4.04	4.46	5.03
AK080422	0	0	0	0	0	0
Mgll	3.76	4.86	4.9	4.17	6.26	4.11
DQ689188	0	0	0	0	0	0
9930021J03Rik	1.12	1.09	1.48	2.55	3.85	3.87
DQ562131	0	0	0	0	0	0
5330434G04Rik	0	0.09	0.03	0.13	0.09	0.11
Tmem11	0.54	1.32	1.06	2.18	2.59	2.55
BC040753	0.09	0.23	0.08	0	0.17	0
Ercc4	0.63	0.35	0.47	1.32	3.86	3.33
Fam221b	0.06	0.21	0.1	0.24	0.18	0.36
Il17rd	0.3	0.36	0.57	1.12	3.09	2.09
Prr11	0.42	0.49	0.37	0.85	1.46	1.53
Glt28d2	0.11	0.2	0.57	0.41	1.1	0.95
Mapkbp1	0.57	0.67	1.09	1.5	4.73	3.67
Ccdc96	0.16	0.15	0.24	0.27	0.3	0.29
Mtmr4	1.16	1.48	1.7	3.35	6.1	5.69
Mir3076	0	0	0	0	0	0
Hmgcl	1.35	1.72	0.84	3.92	4.38	3.85
AI606473	0.1	0.03	0.03	0.16	0.04	0.04
DQ724788	0	0	0	0	0	0
Olfr836	0	0	0	0	0	0
Krtap3-3	0	0.16	0.06	0.08	0.13	0
Vmn2r7	0	0.06	0.04	0.17	0	0.06
Aldob	0.23	0.45	0.63	0.33	0.55	0.39
Dstn	17.58	20.81	21.98	33.09	57.37	47.81
Ngef	0.3	0.18	0.24	0.45	1	1.46
Htr1a	0.11	0.18	0.23	0.19	0.05	0.03
DQ690321	0	0	0	0	0	0
Snora31	0	0	0	0	0	0
Tmem178b	0.06	0.1	0.07	0.08	0.12	0.17
Prkd1	0.57	0.83	0.37	0.81	2.01	1.64
Vmn2r65	0	0.05	0.16	0.04	0	0
DQ722683	0	0	0	0	0	0
Sik3	2.29	2.22	3.36	10.31	13.83	11.61
4930554C24Rik	0	0	0	0.1	0	0
1700001L19Rik	0.05	0.21	0	0.14	0.13	0.26
DQ697701	0	0	0	0	0	0
Abcg4	0.2	0.24	0.38	0.11	0.25	0.24
DQ552381	0	0	0	0	0	0
Postn	1.82	2.56	1.81	2.69	27	9.09
Tcaf3	0.08	0.03	0.13	0.1	0.07	0.1
Gm3219	0.2	0.1	0	0.27	0.86	1.41
AK054515	0.1	0.1	0.06	0.11	0.06	0.02
Nmrk1	0.44	0.62	1.55	3.34	2.79	2.75
AB339339	0	0	0	0	0	0
1700044K03Rik	0	0	0	0	0	0
4930579P08Rik	0	0.03	0.22	0	0	0.2
DQ547091	0	0	0	0	0	0
Maz	6.66	7.6	10.93	17.54	22.24	21.04
AK165476	0	0.01	0.25	0.08	0.61	0.49
4930487D11Rik	0	0	0	0	0	0
Tmed5	1.14	4.14	3.15	11.77	14.1	10.69
AK035891	0.05	0.19	0.28	0.47	3.3	2.27
Etv5	3.69	3.72	5.31	8.43	11.96	11.14
Rgs5	0.51	0.38	0.43	0.46	0.9	0.8
Wfdc8	0.08	0.1	0.24	0.05	0	0.1
Mup12	0	0	0	0	0	0
Rps6kc1	0.79	0.96	1.43	1.84	4.55	3.48
E130102H24Rik	0.06	0.16	0.17	0.49	1.4	1
Agfg1	3.48	4.45	4.66	8.94	15.69	11.95
Mybl1	0.04	0.15	0.23	0.15	0.33	0.24
Ccdc117	1.03	1.15	1.38	2.48	4.68	4.01
AK040058	0	0	0	0.05	0.08	0
Sept7	11.01	12.07	13.99	21.09	35.34	29.97
Olfr132	0	0.08	0	0	0.09	0
Map3k2	0.81	1.08	1.05	1.95	4.56	4.01
1700008C04Rik	1.02	2.42	3.8	2.03	3.27	3.17
C1ql2	0.21	0.02	0.12	0.08	0.12	0.43
M21205	0	1.11	0	0	0	0.43
AK007819	0.19	0.65	0	0	0.25	0.24
Vmn2r117	0.05	0.13	0.04	0.08	0.03	0
Olfr1375	0.02	0.19	0.21	0.18	0	0.19
AK140049	0	0.02	0	0	0	0.04
Fndc5	0.06	0.08	0.26	0.18	0.4	0.34
Brpf1	1.85	1.79	2.18	6.32	9.98	9.67
Tmem269	0.09	0	0	0.04	0	0.05
Ogfod3	0.5	0.47	0.67	0.52	1.9	1.51
AK162488	0.06	0.07	0.17	0.26	1.49	1.3
Serpina3i	1.58	2.39	3.63	6.63	11.58	8.49
Gstp2	2.86	1.85	4.31	3.67	4.06	2.9
AB348151	0	0	0	0	0	0
Olfr506	0	0	0	0.08	0	0
DQ695213	0	0	0	0	0	0
Rnase2b	0.24	0.1	0.45	0	0.12	0
DQ708983	0	0	0	0	0	0
AK143955	0.04	0.15	0.08	0.16	0.97	0.88
AK080857	0.33	0.12	0.03	0.26	0	0.18
Gdf6	0.08	0.17	0.25	0.24	0.13	0.32
DQ726630	0	0	0	0	0	0
Tmem41b	0.93	1.07	0.76	2.16	5.07	4.54
Mnat1	0.84	0.81	1.4	3.57	4.64	3.65
AK043032	0.02	0.06	0.02	0.18	1.78	1.07
Prpsap1	2.8	2.84	2.87	5.17	11.75	8.68
AK133261	0.04	0.01	0.24	0.08	0.06	0
B230112J18Rik	0	0.3	0.32	0	0	0
Umod	0.03	0.04	0.01	0.02	0.03	0
Cpxm2	0.05	0.11	0.11	0.19	0.24	0.17
Gdf10	0.87	0.53	0.76	0.82	0.49	0.58
Serp1	12.65	16.41	13.5	28	37.25	31.2
DQ549625	0	0	0	0	0	0
Mybpc2	0.06	0.18	0.04	0.18	0.21	0.23
Sult1c2	0	0	0.05	0	0	0
2810414N06Rik	0.13	0.45	0	0.2	0.08	0.16
Olfr412	0.18	0.47	0	0.49	0.19	0
Tmem235	0.04	0.14	0.34	0.03	0.09	0.09
Klhl40	0.03	0.02	0.14	0.07	0.16	0.12
Olfr39	0.04	0	0.11	0.05	0	0
AK141353	0.22	0.21	0.41	1.03	1.96	2
Vmn1r34	0	0	0	0	0	0.09
DQ544103	0	0	0	0	0	0
Npw	0.04	0.43	0.08	0.22	0.34	0.83
Atp8a2	0	0.6	0.2	0.22	0.08	0.08
Gm8615	0	0.23	0.07	0.14	0.28	0.13
Grid1	0.01	0.02	0.05	0.03	0.04	0.02
Prn	0	0	0	0	0	0
4933440J02Rik	0	0	0.03	0	0.07	0
Hoxa3	0.66	0.96	0.98	1.54	2.54	3
Cd86	0.67	0.54	0.59	5.13	5.02	4.83
Klf9	2.47	3.6	4.08	4.66	10.32	8.38
Casp4	3.03	3.53	5.39	28.26	30.37	26.72
Vmn1r185	0	0	0	0.06	0	0.09
AB342981	0	0	0	0	0	0
Trabd	1.76	2.23	1.74	4.29	8.93	8.67
Hexim1	1.58	2.75	3.49	4.44	8.73	6.69
A730036I17Rik	0.01	0.04	0	0.03	0.07	0.02
Pskh1	1.16	1.09	1.98	4.1	5.03	4.42
DQ553595	0	0	0	0	0	0
Ift122	0.4	0.5	0.54	0.77	1.66	1.47
Snrpn	0	0	0.07	0	0	0
C130050O18Rik	0.17	0.22	0.2	1.84	1.71	1.09
1700067P10Rik	0	0.35	0.11	0.15	0	0.12
DQ548547	0	0	0	0	0	0
BC040690	0.96	0.92	0.87	1.1	3.4	1.99
Tmem140	4.48	6.82	8.15	21.85	57.31	44.2
BC020394	0.16	0.51	0.4	0.3	1.19	0.68
Rpl19	58.57	78.88	65.6	137.5	159.33	131.22
Tmem159	0.76	0.95	1.53	1.36	3.16	2.07
AK009383	0	0	0	0	0	0
Evc2	0.13	0.14	0.15	0.3	1.41	1.31
Cmtm6	3.51	4.25	4.85	11.09	23.3	14.78
DQ691291	0	0	0	0	0	0
Arhgef10	1.76	3.67	3.67	3.05	9.17	4.33
4930558J18Rik	0	0	0.16	0.02	0	0.04
JX520918	0	0	0	0	0	0
Ankrd39	0.29	0.29	0.16	0.9	2.59	1.52
Fam126b	0.51	0.75	0.78	1.17	2.31	2.2
Mmrn2	0.42	0.4	0.23	1.51	4.09	1.81
Hist1h1a	3.35	5.75	4.26	7.08	13.07	9.01
DQ719517	0	0	0	0	0	0
Dnajc16	0.36	0.32	0.46	1.26	2.08	1.86
DQ709746	0	0	0	0	0	0
A330008L17Rik	0.02	0.06	0.02	0.11	0	0.07
Ccdc136	0.12	0.3	0.34	0.24	0.94	0.43
AK153575	5.07	7.85	9.05	23.99	59.43	51.79
Nexn	0.93	2.07	2.08	1.53	4.18	2.52
Olfr922	0	0	0.03	0	0	0
Padi2	0.09	0.12	0.45	0.92	0.71	0.65
Adh6a	0.01	0	0	0.12	0	0.12
Tmem184a	0.19	0.26	0.56	1.35	1.55	1.56
DQ695049	0	0	0	0	0	0
P3h2	0.01	0.11	0.37	0.29	0.52	0.55
DQ705896	0	0	0	0	0	0
1700113A16Rik	0	0.08	0	0	0.53	0.4
Mboat7	1.13	1.63	1.39	4.96	7.93	7.11
Gm20854	0	0	0	0	0	0
DQ540032	0	0	0	0	0	0
Hs6st2	0.07	0.27	0.06	0.14	0.25	0.28
Scgb2b12	0	0.19	0.1	0	0	0
Tmc4	0.63	1.59	1.58	4.43	11.71	11.2
9430078K24Rik	0.11	0.16	0.04	0.1	0.24	0.08
DQ726275	0	0	0	0	0	0
Wdr83os	6.97	8.16	9.16	22.44	31.19	32.32
Cacna1i	0.05	0.13	0.24	0.44	0.42	0.47
Hdgfl1	0	0.03	0.07	0	0	0.04
1700023D09Rik	0	0	0	0	0.21	0.2
AK044842	0.04	0.2	0.16	0.19	1.09	0.35
Mir224	0	0	0	0	0	0
DQ564300	0	0	0	0	0	0
AK141018	0	0.18	0.01	0.06	0.28	0.27
D530049I02Rik	0	0.08	0	0	0	0
AK172721	0.02	0.09	0.12	0.09	0.09	0.26
AK086615	0	0.17	0	0.08	0.67	0.6
Fastkd5	0.26	0.57	0.17	1.13	2.63	1.85
Slc15a5	0	0.01	0	0.05	0	0.03
Mgst1	8.81	5.63	8.06	22.36	37.69	31.41
Trp53inp2	15.03	17.8	19.37	20.24	40.97	30.81
Serf2	10.4	15.36	14.33	19.5	27.42	22
DQ721385	0	0	0	0	0	0
Myl2	0	0	0	0.1	0.16	0
Gm26876	0.1	0.22	0.21	0.43	0.22	0.41
Rhbdd2	0.52	0.95	0.34	1.41	2.58	1.35
Mir669p-1	0	0	0	0	0	0
Olfr686	0	0.11	0.17	0	0	0.09
Bend4	0.27	0.36	0.37	0.35	0.79	0.53
Them5	0.03	0	0	0	0.07	0
Tead4	0.85	0.91	1.02	1.9	3.59	3.1
Tnxb	0.87	1	1.81	2.54	9.34	5.95
Fxyd7	0.04	0	0.07	0.1	0.59	0.14
Rita1	0.56	0.29	1.05	1.23	1.7	1.58
AK020043	0	0	0	0	0	0.9
Med6	3.23	1.97	2.37	6.74	6.89	7.02
DQ702308	0	0	0	0	0	0
1700022A22Rik	0.12	0	0	0	0	0
Ighg2c	0.14	0.04	0	0.2	0	0.24
Actl6b	0	0	0	0	0	0
Faap100	0.85	0.83	0.75	1.6	2.95	2.28
DQ546833	0	0	0	0	0	0
Map3k15	0.19	0.12	0.15	0.83	0.76	0.59
Dmac1	2.76	3.17	3.04	5.24	4.41	5.48
n-R5s138	0	0	0	0	0	0
AK192985	0	0	0	0	0	0
Mir7217	0	0	0	0	0	0
Gm4565	0	0	0	0	0	0
AK033411	0.04	0	0	0.5	1.38	0.98
DQ540318	0	0	0	0	0	0
Zfp408	0.33	0.61	0.54	1.39	1.97	1.36
AK216459	0	0	0	0	0	0
Arxes1	0.04	0	0.04	0.09	0.07	0.07
AK053505	0.02	0.02	0.19	0.14	0.23	0.15
Ssty2	0	0	0	0	0	0
DQ690858	0	0	0	0	0	0
KY964559	0	0	0	2.85	0	0
Tbc1d10c	1.56	1.43	1.94	8.15	8.77	8.06
Gm3985	0	0.05	0.06	0.02	0	0.03
Cldn6	0	0.32	0.13	0.07	0.11	0.16
Cdh12	0.05	0.02	0	0.02	0.01	0.04
Pkm	27.29	29.28	34.87	122.68	109.58	98.39
