Gene	GSM4559630_Control1_1	GSM4559631_Control2_1	GSM4559632_Control3_1	GSM4559633_Ad5-hACE2-transduced1_1	GSM4559634_Ad5-hACE2-transduced2_1	GSM4559635_Ad5-hACE2-transduced3_1
Zfp750	25	36	18	43	34	31
Htra2	195	96	59	200	169	168
Arhgap39	145	144	140	201	202	208
Trpc2	0	11	28	0	0	0
Hcn2	21	18	8	13	13	10
DQ557104	0	0	0	0	0	0
Il11ra2	5	2	4	3	0	0
DQ544368	0	0	0	0	0	0
Dpysl3	1239	745	816	530	509	303
Gm6878	0	5	3	0	0	0
AK076711	0	0	0	0	1	0
Mir8108	0	0	0	0	0	0
Tdo2	12	5	15	7	9	5
Apoa5	4	3	7	6	2	3
DQ701673	0	0	0	0	0	0
AF067063	10	2	14	1	0	0
Tex36	0	1	0	0	0	0
Galr2	9	14	13	5	6	8
DQ687198	0	0	0	0	0	0
Padi4	33	26	41	48	33	19
AK047520	2	8	4	3	0	3
Ergic3	213	150	176	247	249	213
AK048477	8	10	14	37	40	43
DQ709186	0	0	0	0	0	0
Ccdc146	12	7	2	11	25	11
DQ569107	0	0	0	0	0	0
Olfr884	0	3	1	1	1	1
AK045932	1	10	1	1	1	1
Dbr1	77	35	38	101	90	59
DQ714949	0	0	0	0	0	0
Zfp467	151	113	110	248	171	190
Mir7079	0	0	0	0	0	0
Cep44	47	27	33	34	37	39
DQ551635	0	0	0	0	0	0
Ptcd2	118	98	95	133	101	91
AK133627	2	7	5	4	9	3
Cers6	378	254	177	1052	1027	983
Fam207a	120	100	99	138	115	106
Slc16a7	24	41	34	38	50	48
DQ685977	0	0	0	0	0	0
Irf3	184	129	102	305	260	233
DQ542873	0	0	0	0	0	0
Gm16796	8	12	15	3	1	10
B3galt6	21	4	17	11	15	12
Mrps2	170	102	70	171	142	112
DQ693283	0	0	0	0	0	0
Prss33	0	3	2	4	0	0
1110008F13Rik	207	225	159	355	188	210
Mir5046	0	0	0	0	0	0
Ipo5	976	551	503	627	491	410
Tmx2	96	71	52	146	241	159
Msln	57	31	44	37	58	54
Aadacl2	0	0	3	0	0	0
DQ721544	0	0	0	0	0	0
Serpinb1b	23	13	6	5	3	1
Gm11559	3	0	0	0	0	0
Mir6355	0	0	0	0	0	0
Mir92b	0	0	0	0	0	0
Khdc1b	0	2	7	2	3	0
Mob3a	402	317	286	578	433	381
Olfr2	0	5	10	2	0	3
DQ564778	0	0	0	0	0	0
Olfr846	1	0	0	2	1	0
Prrg4	7	17	8	17	17	13
Gm6614	0	0	0	0	0	2
AK214371	0	0	0	0	0	0
Tmem51	81	38	40	131	136	87
Dip2c	371	291	327	304	437	339
Eif2s3y	3	1	2	0	1	0
0610010F05Rik	174	84	100	104	112	120
AK156673	0	16	0	10	0	0
AK034727	10	2	6	5	16	15
KY467854	0	2	0	0	0	2
Olfr640	0	1	2	0	1	1
DQ569216	0	0	0	0	0	0
Hbp1	405	244	313	413	372	289
AK088651	43	75	89	106	159	183
DQ723808	0	0	0	0	0	0
Cops6	311	251	184	222	163	113
Plod1	167	160	173	275	396	339
Ints14	176	110	125	190	164	132
Tsix	0	0	6	10	20	9
DQ689573	0	0	0	0	0	0
Stk33	2	4	22	5	12	11
Gorasp1	98	47	84	62	77	62
Got2	618	403	403	627	370	327
Gm10319	0	1	0	1	1	2
DQ548940	0	0	0	0	0	0
Clec4b2	7	2	3	0	0	0
AK043904	16	13	0	5	1	2
Spata25	0	0	8	0	1	0
Kcnj8	44	23	38	16	15	17
AK154258	23	14	25	79	151	138
AK038238	0	9	1	21	104	60
Cyp2ab1	36	7	17	19	9	6
Pdgfc	42	16	25	26	15	15
Mettl6	134	92	91	138	110	94
DQ713989	0	0	0	0	0	0
Gnb5	35	35	31	26	19	29
Wdr72	4	12	10	6	6	10
Gper1	1	20	11	6	10	11
Mir323	0	0	0	0	0	0
5730559C18Rik	10	30	36	23	28	21
DQ716210	0	0	0	0	0	0
3010001F23Rik	0	3	0	0	0	1
3830432H09Rik	5	0	15	2	2	2
1700085C21Rik	0	0	3	3	2	3
Msgn1	1	1	0	2	0	3
4632428C04Rik	14	10	9	11	37	20
Larp2	0	6	1	0	2	2
1700017J07Rik	0	0	0	0	0	0
Gm3336	0	2	0	1	2	1
Cdc37l1	343	308	271	331	817	580
Pitpnc1	1516	1081	1242	1458	1748	1341
Hsd17b3	0	2	3	1	0	2
DQ701316	0	0	0	0	0	0
Ndufaf3	41	43	57	60	49	43
A630023P12Rik	9	0	5	12	12	16
AK078949	0	14	0	1	0	1
Zwilch	31	25	7	32	45	23
Klra2	52	73	53	281	197	192
Galk1	57	53	30	51	54	42
Nsun5	56	42	8	39	46	51
Gpm6a	104	29	37	47	103	149
Manbal	32	28	25	32	38	34
Olfr1209	0	1	4	3	1	2
AK142431	0	6	11	2	0	1
DQ708946	0	0	0	0	0	0
Adam15	468	183	202	622	811	573
Gm14496	7	3	7	4	2	1
AK038798	1	3	10	4	0	1
Usp3	274	134	142	295	358	264
Capg	591	368	206	652	314	287
Gpr45	24	30	17	8	2	5
Gprc5b	80	25	51	79	102	81
DQ542709	0	0	0	0	0	0
Olfr1532-ps1	4	1	4	2	0	0
Ipmk	574	386	363	323	335	328
Slc45a2	21	9	2	1	0	0
Fnbp1	655	521	470	653	599	504
DQ698654	0	0	0	0	0	0
Bend6	32	42	22	17	8	10
AK037159	29	72	32	50	242	158
Pik3ca	944	728	573	568	798	663
Acss2	66	82	45	77	113	89
Erg28	89	80	73	91	112	97
BC057675	7394	5769	4940	7872	6460	7443
AK224954	1244	1571	1652	2302	2028	2156
Olfr583	0	3	8	0	0	1
Fam198a	34	11	35	12	45	33
Apcs	2	5	3	1	0	2
Padi6	0	0	2	3	0	1
Gnat1	0	7	3	3	2	0
Il23a	5	4	4	5	0	5
Morc1	0	4	0	15	9	12
Gm12610	0	1	0	0	1	0
DQ725962	0	0	0	0	0	0
DQ725131	0	0	0	0	0	0
Mir764	0	0	0	0	0	0
Atp5s	16	13	13	8	11	8
DQ545183	0	0	0	0	0	0
Dnmbp	179	138	179	196	284	269
DQ695717	0	0	0	0	0	0
KY468197	0	3	3	1	1	4
Mir467a-3	0	0	0	0	0	0
Tmem92	12	21	23	8	1	2
Pde4b	645	401	456	740	626	584
DQ567827	0	0	0	0	0	0
Olfr576	0	2	4	0	0	0
Tmem179b	126	84	41	210	139	119
Gm16863	16	4	4	3	2	2
DQ542808	0	0	0	0	0	0
Pcdhb16	42	29	21	36	97	47
AK138451	0	2	0	1	0	0
AK086544	0	0	0	1	0	0
Sgce	33	87	54	53	107	73
Trpv4	12	20	10	12	7	8
Myof	1845	1186	1020	1370	1298	1080
Xpo4	172	110	81	125	166	104
Foxp2	72	56	36	46	85	71
DQ689115	0	0	0	0	0	0
Gucd1	234	237	260	427	371	368
Henmt1	1	5	1	3	1	2
Cask	380	262	225	325	408	330
Pnisr	465	238	248	505	1140	942
Fign	57	40	51	45	48	44
DQ697495	0	0	0	0	0	0
Gykl1	7	2	0	2	1	4
Crb1	31	8	23	6	4	3
Rabggtb	97	80	40	92	113	77
DQ718202	0	0	0	0	0	0
Dgke	42	45	54	43	118	88
Rfx8	0	11	0	3	0	2
Unk	152	116	145	310	313	293
Mapk4	42	24	7	18	7	14
Ftl1	15092	10416	6474	10927	5142	5597
AK077481	0	0	0	2	0	0
Sec14l2	39	19	31	61	43	47
D430020J02Rik	19	4	15	16	14	16
Pafah2	75	62	34	48	97	57
DQ717383	0	0	0	0	0	0
Wfdc15b	0	0	0	0	0	0
Alox12	28	20	51	35	47	41
Rnf186	19	37	21	23	32	27
Pdxdc1	408	297	268	340	349	265
Mdm2	555	328	260	624	699	662
Klf3	703	484	515	991	935	870
Rps25	2276	1615	1101	1315	744	635
DQ541929	0	0	0	0	0	0
Ing2	86	29	81	40	65	58
Rtf1	615	372	336	471	382	346
Vmn2r25	9	3	0	0	1	0
Olfr466	1	0	0	1	0	1
BC049717	0	0	0	0	0	0
Gm39115	4	14	5	0	0	3
Tas1r2	2	14	6	5	0	5
AK031561	11	18	16	11	12	10
DQ549511	0	0	0	0	0	0
DQ719396	0	0	0	0	0	0
Psmb6	560	288	298	481	249	216
Pemt	6	10	4	7	2	6
Nr1h5	1	3	1	4	3	4
Hipk4	4	16	18	9	9	5
Gm6121	0	0	0	0	0	0
Paics	393	403	300	342	308	281
Foxo6	2	19	23	17	8	12
Hnrnpul2	1294	947	890	1065	1082	990
Brap	403	236	210	401	310	299
DQ695596	0	0	0	0	0	0
DQ685077	0	0	0	0	0	0
Zfp1	55	22	23	26	38	21
U90926	0	0	6	2	0	0
Glyat	3	1	3	2	0	0
Sbsn	2	17	20	4	4	8
Tac1	0	2	0	0	0	0
Vmn1r69	0	1	1	0	0	0
Actl7a	8	3	10	5	2	6
AK041589	2	3	2	0	3	0
Bcap31	217	156	151	282	329	225
DQ685504	9	8	11	6	4	1
Psmb10	879	551	523	1040	866	757
Mir30d	0	0	0	0	0	0
Mageb18	6	5	0	0	1	0
Zfp933	71	73	105	83	70	68
Spx	0	5	0	6	4	1
Stk36	19	23	20	44	78	68
Ss18	535	374	326	525	426	398
DQ545419	0	0	0	0	0	0
Gpx2-ps1	2	6	10	7	0	0
Gc	50	45	60	12	18	22
Olfr1197	0	0	4	0	0	4
AK083567	1	5	7	1	17	10
Gm12530	1	13	0	0	2	0
Serpinb3a	0	0	5	0	0	3
Gypc	171	190	125	245	188	192
Anxa3	834	532	413	546	451	353
Sec61a1	389	389	298	808	862	678
Ip6k1	584	462	421	605	743	603
DQ712002	0	0	0	0	0	0
Olfr635	10	17	11	4	0	4
Tnfaip8l1	55	41	32	23	31	16
Serp2	0	4	0	4	7	3
Btbd35f23	13	0	7	0	1	0
Sel1l2	0	2	1	0	0	0
Efr3a	1136	824	708	840	885	695
Sh2b3	902	693	721	1254	1141	1006
DQ705222	0	0	0	0	0	0
Spem1	1	2	8	1	0	3
Ppp1r12c	452	316	354	485	662	533
Mir302c	0	0	0	0	0	0
4930471L23Rik	0	1	0	0	0	0
Olfr724	0	0	4	0	0	2
Sugt1	271	179	129	261	200	174
DQ555044	0	0	0	0	0	0
4933412E24Rik	3	12	4	0	1	8
5033403F01Rik	0	0	1	1	4	1
DQ687357	0	0	0	0	0	0
Map4k4	1698	1167	1179	1393	1488	952
DQ567996	0	0	0	0	0	0
Arl4c	411	314	344	522	631	449
Gpsm2	169	130	117	101	97	83
Tmem222	75	78	48	96	95	60
Gm9828	2	1	1	4	0	1
DQ556361	0	0	0	0	0	0
Mir1897	0	0	0	0	0	0
Fbxw20	0	2	0	1	0	1
Tmem25	16	6	15	6	12	5
Zfp985	7	17	8	7	3	0
Slc12a9	98	26	25	197	239	195
Anxa8	48	26	29	20	14	25
Gpd1l	418	220	232	267	250	313
Kcnip2	7	1	12	10	12	6
Npas4	26	20	5	6	8	6
Tmem175	26	43	66	110	119	80
Gm15133	0	0	0	0	0	0
Noc4l	129	65	43	250	120	137
Eif4e3	734	440	496	1113	969	1019
AK042791	12	8	3	2	0	3
Letm2	32	25	12	40	34	34
DQ694780	0	0	0	0	0	0
Cntln	204	121	139	126	187	131
Ugt1a9	0	0	0	2	0	2
Pdilt	0	0	4	1	2	1
Zfp617	176	127	120	167	160	163
Mtmr15	0	22	18	11	23	0
4931406H21Rik	7	6	11	0	34	57
BC106985	0	0	0	0	0	0
KY467544	0	0	7	0	4	0
DQ547085	0	0	0	0	0	0
Zim2	3	0	6	2	0	0
DQ690276	0	0	0	0	0	0
E130308A19Rik	150	58	81	75	118	69
Nsmce3	59	40	24	47	48	42
1700072O05Rik	2	0	1	0	0	1
Mir452	0	0	0	0	0	0
Mmd2	0	2	0	0	2	2
Zdhhc21	6870	9242	8249	7766	5140	6173
Cd59a	33	26	21	13	27	17
AK138307	13	3	5	3	9	4
2310009B15Rik	27	29	25	14	15	6
Dnaaf1	0	0	6	4	3	8
Obox6	1	14	4	0	1	0
Cylc2	4	11	0	3	0	5
Cyp51	106	115	64	109	206	124
Usp18	442	408	322	2848	2588	2614
DQ552940	0	0	0	0	0	0
Manea	251	113	120	164	189	162
Cyb5r2	5	11	3	9	0	4
Rtn4rl2	34	31	8	30	39	26
Olfr1129	0	0	0	0	0	0
Tjp3	197	107	165	149	205	206
6530403H02Rik	374	661	584	708	535	636
DQ690082	0	0	0	0	0	0
Sdk2	27	12	26	13	31	12
AK164622	5	4	1	8	18	19
Sstr4	37	14	15	12	46	27
Zfp626	131	78	63	128	133	109
Htra1	84	83	71	51	96	50
4930563H07Rik	0	0	0	0	0	0
Hsd17b12	165	144	148	244	272	217
Krt83	0	4	7	3	0	9
Gip	0	1	0	0	0	0
Rab25	49	34	22	57	37	32
Tgm2	4118	2961	2281	6725	4580	3854
DQ560204	0	0	0	0	0	0
Gm3558	34	11	34	21	10	9
Pcdhb6	1	14	5	7	6	9
Cdk15	0	1	1	1	0	0
Kif23	71	67	128	66	85	69
Gm5346	10	3	2	2	0	0
Nrm	41	80	59	125	82	73
Cpsf4l	20	10	12	19	23	18
Tspan11	110	66	81	70	136	98
Prr32	0	0	3	4	0	1
AK028711	16	17	15	2	0	3
Zfp984	295	183	165	259	282	206
Gm10649	0	0	2	0	0	1
Gm2716	0	3	3	1	0	0
Pla2g4c	20	22	14	27	29	26
5033428I22Rik	0	0	0	0	0	0
Rhbdd3	26	10	8	18	32	26
Cant1	220	216	174	329	366	272
Ecm2	85	74	75	79	190	117
Ubqln4	310	196	253	293	248	246
BB123696	3	1	12	4	4	2
Chil3	301	199	183	312	183	313
Mir6898	0	0	0	0	0	0
DQ689039	0	0	0	0	0	0
AK165181	17	11	10	9	99	82
Cdv3	725	545	484	663	632	493
Snord45c	0	0	0	0	0	0
AB336760	0	0	0	0	0	0
Them7	4	4	0	1	1	1
Hist1h2ah	98	159	44	12	54	51
Hist1h2bn	114	93	72	82	81	50
Dpysl4	3	6	14	3	3	4
Gadd45b	90	60	79	112	135	125
Sfta2	25	24	13	23	18	20
Fam222a	38	21	38	22	18	15
2410006H16Rik	90	57	51	116	99	77
Gk	145	92	94	214	249	197
E4f1	67	73	53	106	175	143
DQ688020	0	0	0	0	0	0
D4Ertd617e	0	0	0	0	0	0
AK165338	0	7	1	4	2	0
Chst14	34	19	25	54	107	76
Washc4	619	552	504	833	792	784
Rbms1	1516	973	985	2047	2181	1837
DQ713105	0	0	0	0	0	0
JX520929	0	0	0	0	0	0
DQ716029	0	0	0	0	0	0
DQ725325	0	0	0	0	0	0
9330175M20Rik	1	0	1	3	2	1
Olfr74	0	10	0	1	0	0
Hoxaas2	14	12	16	9	7	1
Zfx	578	386	426	411	579	456
Lamtor2	59	55	17	40	24	32
Mrps35	175	76	80	99	74	65
Oprd1	23	18	21	9	8	8
DQ713628	0	0	0	0	0	0
Frs3os	0	0	2	3	2	0
Nectin2	111	40	109	143	250	211
AK046689	4	25	15	6	4	1
Gpr26	9	18	15	9	4	4
Taf15	289	141	149	133	180	119
Dlx4os	0	5	9	2	0	0
DQ561891	0	0	0	0	0	0
Fshr	1	14	0	1	0	1
Gm19395	1	0	0	5	1	2
Ctns	60	47	17	121	142	104
Pgls	430	270	303	288	262	212
AK029614	0	0	0	0	0	0
Stac2	56	52	26	42	8	19
AB033516	0	0	0	0	0	0
AB351020	0	0	0	0	0	0
Scn4a	9	21	30	52	23	25
Nr2e3	5	19	4	12	8	5
KY468069	3	0	3	2	11	13
Nap1l3	8	9	18	13	12	8
Ung	48	26	10	22	14	19
AK029760	8	0	8	1	0	0
E330011O21Rik	10	3	2	4	0	1
Gm10409	0	2	3	1	4	0
AK018753	15307	9357	12448	14160	18154	10671
Spata16	2	2	0	0	0	1
Snx32	37	14	39	40	46	62
Vmn2r21	2	0	0	0	0	0
Abhd8	83	78	73	109	63	60
Ptgdr	4	1	9	1	3	1
Cers5	165	99	102	144	192	84
Dclre1b	45	78	72	104	103	114
DQ708890	0	0	0	0	0	0
Olfr150	9	0	2	2	0	0
Nrip1	390	263	165	405	393	263
Scgb3a1	223	204	62	165	104	154
Mki67	765	388	421	970	1180	890
Mmachc	83	25	46	62	38	48
Cd28	57	71	76	226	151	149
Scd4	16	17	43	24	32	44
Slc16a3	117	49	50	146	91	77
Gpr183	56	50	47	96	83	84
Fbxl2	36	43	7	33	39	35
Gm13278	0	24	0	7	4	5
DQ714089	0	0	0	0	0	0
AB336698	0	0	0	0	0	0
DQ554951	0	0	0	0	0	0
Cps1	31	40	44	13	11	19
DQ707334	0	0	0	0	0	0
Hba-x	0	1	0	0	0	0
Eif4a3	359	282	240	308	211	199
DQ708782	0	0	0	0	0	0
Olfr1480	0	0	3	1	2	0
Gm36480	0	0	0	3	0	2
DQ723704	0	0	0	0	0	0
Gdf1	20	7	3	8	6	5
Pth2r	3	2	6	4	1	0
Havcr2	59	81	41	222	169	186
St14	113	85	101	131	240	216
KY467781	4	0	15	2	0	2
Atp6v0d2	479	180	169	323	106	119
Lif	51	42	39	94	171	146
Sacm1l	323	308	203	274	338	306
Vwa2	1	6	4	3	3	2
Gja5	252	129	142	261	416	342
Kctd5	191	55	89	154	140	110
Hotairm1	0	0	0	3	3	0
Zfp456	45	34	40	68	53	41
Inpp5b	591	536	381	760	641	554
Rmnd5a	1015	683	686	493	564	470
Tesmin	7	10	0	23	3	9
Wrap73	29	22	30	44	31	27
Pde4d	258	203	223	213	292	255
Gm20877	0	0	0	0	0	0
Fgr	623	358	254	1523	945	841
DQ686061	0	0	0	0	0	0
Snord98	0	0	0	0	0	0
AK008572	0	1	0	1	1	0
Olfr1183	0	1	0	0	0	2
Gm13490	0	4	0	5	1	2
Mak	16	9	14	14	15	22
Col4a1	2102	1416	1676	4055	9550	5399
Triqk	8	27	3	12	7	7
Rbbp8nl	9	4	18	18	9	10
1700034P13Rik	135	117	147	105	59	81
DQ695344	0	0	0	0	0	0
Hus1	223	141	157	175	143	135
AK038185	9	10	7	12	18	17
9430065F17Rik	0	0	0	0	0	0
DQ560010	0	0	0	0	0	0
Zfp128	35	47	26	18	38	40
Gpc3	224	284	315	156	217	119
DQ692632	0	0	0	0	0	0
Gm20716	768	457	245	642	588	412
Hbb-bh2	0	0	1	0	0	0
Gm4371	3	6	1	2	4	1
4930554H23Rik	1	0	3	1	0	1
AK051687	17	22	25	34	79	100
Deup1	6	14	20	3	4	5
AK018988	0	0	0	0	0	1
Adam26a	0	0	6	1	0	1
Acvr2a	288	255	203	237	542	436
1190005I06Rik	9	0	4	0	1	0
Mir6342	0	0	0	0	0	0
A530046M15Rik	8	2	0	0	0	0
Ehd3	170	86	131	117	127	103
AK002663	0	0	0	0	2	0
Iqca	5	13	6	15	13	13
AK189432	0	0	0	0	0	0
Rpl18	512	497	324	309	280	248
DQ689126	0	0	0	0	0	0
Nid2	32	36	36	37	68	31
Syp	48	27	34	30	22	34
Z86036	0	0	0	0	0	0
Zfp91	1688	1236	1144	1310	1291	1210
KY467642	1	1	4	2	1	2
Top3a	86	61	74	89	134	106
Tmem110	68	113	73	118	165	121
Hnrnpab	1899	1453	1066	1446	1113	1031
Hes6	72	59	53	58	67	43
Nova2	217	220	288	292	413	374
Olfr15	1	0	5	4	2	1
Hist1h3i	772	687	399	410	324	257
Epas1	31504	23277	21749	14910	14664	12219
DQ540649	0	0	0	0	0	0
Gpr137b	266	152	112	334	261	203
Cacna2d4	70	43	44	30	33	23
AK042313	0	0	0	0	0	0
Srl	43	47	24	25	35	17
S100a1	617	323	326	251	129	146
DQ702163	0	0	0	0	0	0
Diaph1	5443	3681	3007	3322	2293	2297
D11Wsu47e	51	42	21	51	72	46
Rbakdn	2	0	0	3	0	1
Lrrc2	13	11	22	13	14	9
Twsg1	1323	930	1049	549	1059	763
Z12592	5	0	0	1	3	2
Plscr3	783	624	624	1021	854	724
Cndp2	830	533	383	1130	645	667
Tmem63a	163	113	92	337	358	312
2310040G24Rik	0	9	9	4	1	5
Mogat1	0	0	0	0	0	0
Lncbate1	10	7	0	0	0	1
2610318N02Rik	11	13	10	5	11	12
Fbxo17	32	32	10	36	25	27
Calm4	2	3	4	4	2	1
Mir599	0	0	0	0	0	0
Wwtr1	2490	2066	1701	1056	1369	847
Mfap4	3512	2538	3640	2432	5974	2738
Polr1a	296	171	110	253	282	242
Gm8369	4	2	10	32	19	33
Selenoo	62	89	79	64	68	76
Trnp1	7	20	9	5	2	1
Ppp4r3b	782	589	501	728	865	811
Tnfrsf10b	357	415	456	594	431	542
BC049760	0	0	0	1	0	1
Il4	0	0	2	1	0	0
Olfr478	0	1	0	0	0	0
Uhrf2	263	176	177	282	336	297
Col4a6	6	9	15	10	11	3
4933411E08Rik	4	3	4	7	0	1
Glb1l3	0	0	2	3	4	0
C330013E15Rik	10	12	7	4	2	7
Olfr1029	0	6	8	0	0	2
DQ698278	0	0	0	0	0	0
Olfr341	6	1	2	0	1	0
Prr5l	240	160	199	256	320	286
Gm9513	0	0	0	0	0	0
DQ712944	0	0	0	0	0	0
Stau2	150	96	46	46	64	63
Trpa1	11	0	1	1	2	0
Mrln	0	0	0	0	0	0
Cyp19a1	0	0	0	2	0	0
Mfrp	1	9	20	4	0	5
Foxp1	1594	1026	1093	1745	1845	1724
Gm648	0	0	0	0	1	1
Ptprn2	35	42	38	62	25	41
Hpcal4	109	65	19	35	12	17
Rhox7a	5	1	0	1	0	3
Gm2093	15	10	23	33	18	25
KY468046	0	0	0	0	0	1
Styk1	2	0	0	3	16	10
Zfp825	73	52	52	44	62	66
Cdc123	160	126	116	166	144	104
Zfp119b	26	2	33	19	12	7
DQ726370	0	0	0	0	0	0
DQ568765	0	0	0	0	0	0
DQ722314	0	0	0	0	0	0
Acod1	2006	1234	549	1839	1136	1293
KY467951	11	27	5	15	111	78
Mat2b	255	141	149	223	198	198
AK006138	0	0	2	1	0	2
Clcn5	23	21	28	58	74	48
Rmdn1	28	9	6	26	28	19
DQ543127	0	0	0	0	0	0
Pkd1l1	0	1	0	0	0	1
Bcl7a	108	93	73	118	140	150
4930577N17Rik	15	7	20	15	29	20
Srp72	734	383	454	747	593	568
DQ686474	0	0	0	0	0	0
AK016085	0	0	0	1	0	0
Dynlt1a	118	133	129	137	263	197
Efcab5	10	5	23	18	9	7
Cox6c	287	170	140	178	100	87
DQ703766	0	0	0	0	0	0
AK135896	380	469	370	459	514	487
Dscc1	8	3	3	7	2	0
Olfr905	0	0	0	0	1	2
Zfyve1	271	181	198	225	263	217
DQ553618	0	0	0	0	0	0
AK162388	11	19	7	2	1	0
DQ685593	0	0	0	0	0	0
Mir6345	0	0	0	0	0	0
Mapk14	927	594	505	846	701	583
Mrpl55	45	26	9	42	29	18
KY468134	3	5	4	0	2	0
Bricd5	0	0	0	0	0	0
Mrpl37	119	93	105	170	127	112
AK035444	49	49	48	29	31	30
Atp11a	1156	751	929	1559	4289	3451
Ghsr	0	4	20	3	1	1
Nudt4	1352	788	625	562	550	399
Syde1	416	351	429	340	587	432
Krt9	25	11	15	6	3	2
DQ695529	0	0	0	0	0	0
Sox15	0	3	11	1	3	1
Clcnka	0	3	3	2	0	1
Vmn1r62	3	4	3	0	1	0
Ifna1	0	0	0	0	1	0
Sult6b1	2	3	1	9	5	3
DQ539950	0	0	0	0	0	0
Il13	7	1	5	5	2	1
Mir30a	0	0	0	0	0	0
Frs2	603	357	348	396	519	431
Wdr43	320	147	171	249	240	175
Krt23	40	56	15	28	37	17
DQ714734	0	0	0	0	0	0
Gnai3	972	655	534	675	685	573
Rlf	337	212	180	383	594	399
Gm13277	0	0	0	0	0	0
Mmp12	419	452	420	515	467	392
Hcn1	20	26	25	26	8	12
Lrp10	646	381	407	1316	1450	1074
Mir5616	0	0	0	0	0	0
DQ697558	0	0	0	1	0	0
Olfr629	0	2	7	0	0	0
Zfp951	16	7	24	54	68	74
AK134928	5	13	17	5	1	7
Mir6416	0	0	0	0	0	0
Cd27	23	44	32	104	67	56
Rapsn	1	4	10	1	7	0
AK046128	30	12	10	43	115	67
Vmn2r99	6	0	10	0	0	5
DQ545902	0	0	0	0	0	0
Mir103-1	0	0	0	0	0	0
AK132919	0	0	0	0	0	2
Arpc5	1576	1198	934	1843	1349	1146
AK140218	0	3	2	13	32	6
Slc6a6	1148	725	708	1461	1744	1377
Loxl4	3	17	34	10	34	12
Tmem258	127	165	112	139	104	73
DQ541765	0	0	0	0	0	0
Rbmx2	60	40	41	34	38	30
Scml2	17	12	9	6	17	9
AK040426	0	3	0	1	0	0
Procr	34	30	41	76	51	60
AF041915	0	0	0	2	0	0
Faim2	78	76	60	18	36	18
AB347864	0	0	0	0	0	0
Cebpd	517	472	330	629	760	600
Il1rl1	72	34	14	63	46	54
Mir466i	0	0	0	0	0	0
Olfr1218	0	8	0	0	0	0
Ralgds	1063	564	559	914	716	599
Rnf207	1	7	22	8	8	7
Nfu1	49	53	58	77	59	48
Dgcr8	168	152	111	182	291	234
Rbm24	8	23	19	19	17	6
3110009F21Rik	0	0	2	1	0	0
Abat	82	79	96	21	18	19
Plg	10	9	16	4	5	6
Tmprss11a	0	0	5	1	2	0
4930503E14Rik	0	4	2	0	2	1
Rhbdf1	180	93	107	152	326	230
Sema4d	738	527	386	1562	1198	1030
Csn3	0	1	4	2	0	1
Gnmt	4	1	8	5	5	2
1700012D14Rik	2	1	0	0	4	2
Tecrl	3	19	0	1	5	3
Mir6924	0	0	0	0	0	0
Cacna1s	10	15	16	14	2	2
Asb11	2	0	0	4	4	5
Rasl11b	198	100	54	42	62	45
Tmem181b-ps	315	388	336	505	797	599
Trpv6	8	5	2	12	6	9
DQ689240	0	0	0	0	0	0
Il21	17	12	6	10	7	8
Ear2	106	45	110	304	140	183
9330162B11Rik	0	1	3	4	0	1
Usp42	228	179	129	338	337	301
Cdipt	443	263	299	545	566	452
Fam124a	110	127	129	132	61	97
Zfand4	10	16	9	13	23	31
Rpl4	5692	3830	3083	3105	2399	1961
Rbbp6	657	490	381	830	1212	1007
Tmem167	355	285	225	340	445	314
Mthfd2l	26	29	19	26	32	31
Hyal5	0	2	3	1	2	1
Ccdc151	2	7	11	11	11	9
AK052336	0	10	10	6	11	8
Ranbp3	327	225	184	411	444	404
Mrgprb8	0	0	0	1	0	0
Ctnnal1	77	65	126	33	84	71
DQ546624	0	0	0	0	0	0
Snf8	122	75	109	110	85	74
Mir7017	0	0	0	0	0	0
Mrpl19	96	84	86	138	140	131
Lcn2	1549	1071	698	1992	2345	2025
Ogdh	1456	1059	921	1384	1220	1054
DQ699257	0	0	0	0	0	0
Rock2	1626	1403	1196	1208	2029	1477
Cerk	657	528	470	649	542	405
Hccs	137	106	70	121	149	104
Ube3b	650	519	485	622	694	576
DQ708686	0	0	0	0	0	0
DQ555401	0	0	0	0	0	0
Olfr131	11	7	3	1	0	1
AK084120	8	17	5	6	18	9
Ighmbp2	52	73	70	55	81	55
Etv4	4	6	17	20	15	14
B230311B06Rik	0	2	1	0	0	0
AK053040	0	1	3	5	2	2
Gm5083	0	0	0	2	0	0
AK045518	12	2	6	25	37	9
Vamp5	67	73	46	58	70	78
Tex10	79	94	57	152	147	100
BC064064	4	5	4	2	0	0
AB344719	0	0	0	0	0	0
Vsx2	15	11	13	6	3	1
BC086760	1014	713	568	1115	2032	1521
DQ710844	0	0	0	0	0	0
AK053649	447	276	208	292	124	217
Hoxd3	49	5	12	9	2	6
DQ714238	0	0	0	0	0	0
KY467961	0	0	1	0	11	6
9530020I12Rik	1	0	2	3	0	1
Rtn2	45	55	69	71	39	46
Dync1li2	1239	793	835	477	644	514
AK076831	0	2	2	1	1	0
KY467775	2	1	1	2	1	0
Mir1898	0	0	0	0	0	0
AK076959	0	0	0	0	1	0
Uchl1os	5	0	2	2	1	0
DQ711515	0	0	0	0	0	0
Calm2	989	714	611	900	585	534
AB251048	0	0	0	0	0	0
BB283400	6	2	0	5	0	0
