Gene stable ID	Gene name	Human gene stable ID	Human gene name
ENSCSAG00000000124		ENSG00000109270	LAMTOR3
ENSCSAG00000000123	MAGEH1	ENSG00000187601	MAGEH1
ENSCSAG00000000122	USP51	ENSG00000247746	USP51
ENSCSAG00000000121		ENSG00000155959	VBP1
ENSCSAG00000000120	FOXR2	ENSG00000189299	FOXR2
ENSCSAG00000000119			
ENSCSAG00000000118	UBQLN2	ENSG00000188021	UBQLN2
ENSCSAG00000000117	SPIN3	ENSG00000204271	SPIN3
ENSCSAG00000000116		ENSG00000171497	PPID
ENSCSAG00000000115		ENSG00000147059	SPIN2A
ENSCSAG00000000115		ENSG00000186787	SPIN2B
ENSCSAG00000000114		ENSG00000141084	RANBP10
ENSCSAG00000000113	SPIN4	ENSG00000186767	SPIN4
ENSCSAG00000000112	AMER1	ENSG00000184675	AMER1
ENSCSAG00000000111		ENSG00000272398	CD24
ENSCSAG00000000110	PJA1	ENSG00000181191	PJA1
ENSCSAG00000000109	OTUD6A	ENSG00000189401	OTUD6A
ENSCSAG00000000108	P2RY4	ENSG00000186912	P2RY4
ENSCSAG00000000107		ENSG00000214736	TOMM6
ENSCSAG00000000106	GJB1	ENSG00000169562	GJB1
ENSCSAG00000000105		ENSG00000101166	PRELID3B
ENSCSAG00000000104	RTL5	ENSG00000242732	RTL5
ENSCSAG00000000103	TRIM61	ENSG00000183439	TRIM61
ENSCSAG00000000102	PABPC1L2A	ENSG00000186288	PABPC1L2A
ENSCSAG00000000101	TRIM60	ENSG00000176979	TRIM60
ENSCSAG00000000100	GK3P	ENSG00000229894	GK3P
ENSCSAG00000000099	NAP1L2	ENSG00000186462	NAP1L2
ENSCSAG00000000098		ENSG00000168653	NDUFS5
ENSCSAG00000000097		ENSG00000155008	APOOL
ENSCSAG00000000096	CLDN22	ENSG00000177300	CLDN22
ENSCSAG00000000095	ZCCHC13	ENSG00000187969	ZCCHC13
ENSCSAG00000000094	CLDN24	ENSG00000185758	CLDN24
ENSCSAG00000000093	MAGEE2	ENSG00000186675	MAGEE2
ENSCSAG00000000092	ZFP42	ENSG00000179059	ZFP42
ENSCSAG00000000091	MAGEE1	ENSG00000198934	MAGEE1
ENSCSAG00000000090			
ENSCSAG00000000089			
ENSCSAG00000000088	CYSLTR1	ENSG00000173198	CYSLTR1
ENSCSAG00000000087	NHLH1	ENSG00000171786	NHLH1
ENSCSAG00000000086	LPAR4	ENSG00000147145	LPAR4
ENSCSAG00000000085	KCNJ10	ENSG00000177807	KCNJ10
ENSCSAG00000000084	P2RY10	ENSG00000078589	P2RY10
ENSCSAG00000000083	PIGM	ENSG00000143315	PIGM
ENSCSAG00000000082		ENSG00000148834	GSTO1
ENSCSAG00000000081			
ENSCSAG00000000080	GPR174	ENSG00000147138	GPR174
ENSCSAG00000000079	ACKR1	ENSG00000213088	ACKR1
ENSCSAG00000000078	TENT5D	ENSG00000174016	TENT5D
ENSCSAG00000000077	OR6N2	ENSG00000188340	OR6N2
ENSCSAG00000000076			
ENSCSAG00000000075	OR6N1	ENSG00000197403	OR6N1
ENSCSAG00000000074	POU3F4	ENSG00000196767	POU3F4
ENSCSAG00000000073	OR6K6	ENSG00000180433	OR6K6
ENSCSAG00000000072	OR6K3	ENSG00000203757	OR6K3
ENSCSAG00000000071		ENSG00000140319	SRP14
ENSCSAG00000000070	OR10X1	ENSG00000279111	OR10X1
ENSCSAG00000000069			
ENSCSAG00000000068	TGIF2LX	ENSG00000153779	TGIF2LX
ENSCSAG00000000067	OR6Y1	ENSG00000197532	OR6Y1
ENSCSAG00000000066			
ENSCSAG00000000065	PABPC5	ENSG00000174740	PABPC5
ENSCSAG00000000064	OR10R2	ENSG00000198965	OR10R2
ENSCSAG00000000063	OR10K1	ENSG00000173285	OR10K1
ENSCSAG00000000062	NAP1L3	ENSG00000186310	NAP1L3
ENSCSAG00000000061	OR10K2	ENSG00000180708	OR10K2
ENSCSAG00000000060	FAM133A	ENSG00000179083	FAM133A
ENSCSAG00000000059			
ENSCSAG00000000058		ENSG00000114391	RPL24
ENSCSAG00000000057	DPM3	ENSG00000179085	DPM3
ENSCSAG00000000056	LENEP	ENSG00000163352	LENEP
ENSCSAG00000000055	HNRNPH2	ENSG00000126945	HNRNPH2
ENSCSAG00000000054			
ENSCSAG00000000053	PRR9	ENSG00000203783	PRR9
ENSCSAG00000000052	ARMCX1	ENSG00000126947	ARMCX1
ENSCSAG00000000051	LELP1	ENSG00000203784	LELP1
ENSCSAG00000000050			
ENSCSAG00000000049	SPRR2G	ENSG00000159516	SPRR2G
ENSCSAG00000000048			
ENSCSAG00000000047			
ENSCSAG00000000046			
ENSCSAG00000000045		ENSG00000203785	SPRR2E
ENSCSAG00000000045		ENSG00000196805	SPRR2B
ENSCSAG00000000045		ENSG00000163216	SPRR2D
ENSCSAG00000000044	SPRR1B	ENSG00000169469	SPRR1B
ENSCSAG00000000043	SPRR3	ENSG00000163209	SPRR3
ENSCSAG00000000042	SPRR1A	ENSG00000169474	SPRR1A
ENSCSAG00000000041	SPRR4	ENSG00000184148	SPRR4
ENSCSAG00000000040			
ENSCSAG00000000039	SMCP	ENSG00000163206	SMCP
ENSCSAG00000000038	LCE6A	ENSG00000235942	LCE6A
ENSCSAG00000018408			
ENSCSAG00000018409	KPRP	ENSG00000203786	KPRP
ENSCSAG00000018410			
ENSCSAG00000018411	LCE2A	ENSG00000187173	LCE2A
ENSCSAG00000018412		ENSG00000163202	LCE3D
ENSCSAG00000018412		ENSG00000185966	LCE3E
ENSCSAG00000018413	C2CD4D	ENSG00000225556	C2CD4D
ENSCSAG00000018414			
ENSCSAG00000018415	ZNF239	ENSG00000196793	ZNF239
ENSCSAG00000018416	DEPP1	ENSG00000165507	DEPP1
ENSCSAG00000018417	ZNF22	ENSG00000165512	ZNF22
ENSCSAG00000018418	OR13A1	ENSG00000256574	OR13A1
ENSCSAG00000018419		ENSG00000108107	RPL28
ENSCSAG00000018420	SLC18A3	ENSG00000187714	SLC18A3
ENSCSAG00000018421	C10orf71	ENSG00000177354	C10orf71
ENSCSAG00000018422		ENSG00000204174	NPY4R
ENSCSAG00000018422		ENSG00000264717	NPY4R2
ENSCSAG00000018423	GPRIN2	ENSG00000204175	GPRIN2
ENSCSAG00000018424		ENSG00000147164	SNX12
ENSCSAG00000018425			
ENSCSAG00000018426		ENSG00000273611	ZNHIT3
ENSCSAG00000018427			
ENSCSAG00000018428	C10orf105	ENSG00000214688	C10orf105
ENSCSAG00000018429			
ENSCSAG00000018430		ENSG00000165949	IFI27
ENSCSAG00000018431	NEUROG3	ENSG00000122859	NEUROG3
ENSCSAG00000018432	ATOH7	ENSG00000179774	ATOH7
ENSCSAG00000018433			
ENSCSAG00000018434			
ENSCSAG00000018435		ENSG00000183978	COA3
ENSCSAG00000018436	ADO	ENSG00000181915	ADO
ENSCSAG00000018437	CSTF2T	ENSG00000177613	CSTF2T
ENSCSAG00000018438			
ENSCSAG00000018439	CH25H	ENSG00000138135	CH25H
ENSCSAG00000018440	IFIT1B	ENSG00000204010	IFIT1B
ENSCSAG00000018441	FGFBP3	ENSG00000174721	FGFBP3
ENSCSAG00000018442		ENSG00000111057	KRT18
ENSCSAG00000018443		ENSG00000164032	H2AZ1
ENSCSAG00000018444		ENSG00000132475	H3-3B
ENSCSAG00000018445	ZNF518A	ENSG00000177853	ZNF518A
ENSCSAG00000018446	LCOR	ENSG00000196233	LCOR
ENSCSAG00000018447	FRAT1	ENSG00000165879	FRAT1
ENSCSAG00000018448	MARVELD1	ENSG00000155254	MARVELD1
ENSCSAG00000018449			
ENSCSAG00000018450	HPS6	ENSG00000166189	HPS6
ENSCSAG00000018451	ITPRIP	ENSG00000148841	ITPRIP
ENSCSAG00000018452			
ENSCSAG00000018453	XPNPEP1	ENSG00000108039	XPNPEP1
ENSCSAG00000018454			
ENSCSAG00000018455	ADRA2A	ENSG00000150594	ADRA2A
ENSCSAG00000018456	ADRB1	ENSG00000043591	ADRB1
ENSCSAG00000018457	C2CD4C	ENSG00000183186	C2CD4C
ENSCSAG00000018458	APC2	ENSG00000115266	APC2
ENSCSAG00000018459	LINGO3	ENSG00000220008	LINGO3
ENSCSAG00000018460	DIRAS1	ENSG00000176490	DIRAS1
ENSCSAG00000018461		ENSG00000171530	TBCA
ENSCSAG00000018462			
ENSCSAG00000018463			
ENSCSAG00000018464			
ENSCSAG00000018465			
ENSCSAG00000018466		ENSG00000164346	NSA2
ENSCSAG00000018467	PDP2	ENSG00000172840	PDP2
ENSCSAG00000018468	ZNRF1	ENSG00000186187	ZNRF1
ENSCSAG00000018469	CMTR2	ENSG00000180917	CMTR2
ENSCSAG00000018470	CHST4	ENSG00000140835	CHST4
ENSCSAG00000018471	ATXN1L	ENSG00000224470	ATXN1L
ENSCSAG00000018472	DDX28	ENSG00000182810	DDX28
ENSCSAG00000018473	THAP11	ENSG00000168286	THAP11
ENSCSAG00000018474	B3GNT9	ENSG00000237172	B3GNT9
ENSCSAG00000018475			
ENSCSAG00000018476	FOXC2	ENSG00000176692	FOXC2
ENSCSAG00000018477	OR7C1	ENSG00000127530	OR7C1
ENSCSAG00000018478	FOXL1	ENSG00000176678	FOXL1
ENSCSAG00000018479			
ENSCSAG00000018480	MC1R	ENSG00000258839	MC1R
ENSCSAG00000018481		ENSG00000134056	MRPS36
ENSCSAG00000018482		ENSG00000185385	OR7A17
ENSCSAG00000018483		ENSG00000127314	RAP1B
ENSCSAG00000018484			
ENSCSAG00000018485			
ENSCSAG00000018486	OR7C2	ENSG00000127529	OR7C2
ENSCSAG00000018487	TPD52L3	ENSG00000170777	TPD52L3
ENSCSAG00000018488	OR1I1	ENSG00000094661	OR1I1
ENSCSAG00000018489	RANBP6	ENSG00000137040	RANBP6
ENSCSAG00000018490	OR10H2	ENSG00000171942	OR10H2
ENSCSAG00000018491	PLPP6	ENSG00000205808	PLPP6
ENSCSAG00000018492		ENSG00000171936	OR10H3
ENSCSAG00000018492		ENSG00000176231	OR10H4
ENSCSAG00000018493		ENSG00000100554	ATP6V1D
ENSCSAG00000018494	OR10H5	ENSG00000172519	OR10H5
ENSCSAG00000018495	FOXD4L1	ENSG00000184492	FOXD4L1
ENSCSAG00000018496	OR10H1	ENSG00000186723	OR10H1
ENSCSAG00000018497	PABIR1	ENSG00000187866	PABIR1
ENSCSAG00000018498	JUND	ENSG00000130522	JUND
ENSCSAG00000018499	PRKACG	ENSG00000165059	PRKACG
ENSCSAG00000018500	TSSK6	ENSG00000178093	TSSK6
ENSCSAG00000018501	GCNT1	ENSG00000187210	GCNT1
ENSCSAG00000018502		ENSG00000162642	C1orf52
ENSCSAG00000018503	RMI1	ENSG00000178966	RMI1
ENSCSAG00000018504		ENSG00000109220	CHIC2
ENSCSAG00000018505	GAS1	ENSG00000180447	GAS1
ENSCSAG00000018506			
ENSCSAG00000018507	S1PR3	ENSG00000213694	S1PR3
ENSCSAG00000018508	PLEKHF1	ENSG00000166289	PLEKHF1
ENSCSAG00000018509	DIRAS2	ENSG00000165023	DIRAS2
ENSCSAG00000018510	TSHZ3	ENSG00000121297	TSHZ3
ENSCSAG00000018511	NFIL3	ENSG00000165030	NFIL3
ENSCSAG00000018512			
ENSCSAG00000018513	RGS9BP	ENSG00000186326	RGS9BP
ENSCSAG00000018514	KBTBD11	ENSG00000176595	KBTBD11
ENSCSAG00000018515	CEBPA	ENSG00000245848	CEBPA
ENSCSAG00000018516	PPP1R3B	ENSG00000173281	PPP1R3B
ENSCSAG00000018517	CEBPG	ENSG00000153879	CEBPG
ENSCSAG00000018518	CLDN23	ENSG00000253958	CLDN23
ENSCSAG00000018519		ENSG00000114850	SSR3
ENSCSAG00000018520	NAT1	ENSG00000171428	NAT1
ENSCSAG00000018521	NAT2	ENSG00000156006	NAT2
ENSCSAG00000018522			
ENSCSAG00000018523	FFAR1	ENSG00000126266	FFAR1
ENSCSAG00000018524	PNMA2	ENSG00000240694	PNMA2
ENSCSAG00000018525		ENSG00000185897	FFAR3
ENSCSAG00000018525		ENSG00000126251	GPR42
ENSCSAG00000018526			
ENSCSAG00000018527	FFAR2	ENSG00000126262	FFAR2
ENSCSAG00000018528	SMIM18	ENSG00000253457	SMIM18
ENSCSAG00000018529	SDHAF1	ENSG00000205138	SDHAF1
ENSCSAG00000018530			
ENSCSAG00000018531	ZNF260	ENSG00000254004	ZNF260
ENSCSAG00000018532			
ENSCSAG00000018533	ZNF345	ENSG00000251247	ZNF345
ENSCSAG00000018534			
ENSCSAG00000018535		ENSG00000133028	SCO1
ENSCSAG00000018536			
ENSCSAG00000018537	TCIM	ENSG00000176907	TCIM
ENSCSAG00000018538			
ENSCSAG00000018539		ENSG00000255823	MTRNR2L8
ENSCSAG00000018539		ENSG00000269028	MTRNR2L12
ENSCSAG00000018540		ENSG00000242028	HYPK
ENSCSAG00000018541	EID2B	ENSG00000176401	EID2B
ENSCSAG00000018542	NPBWR1	ENSG00000288611	NPBWR1
ENSCSAG00000018543	EID2	ENSG00000176396	EID2
ENSCSAG00000018544			
ENSCSAG00000018545			
ENSCSAG00000018546			
ENSCSAG00000018547	MOS	ENSG00000172680	MOS
ENSCSAG00000018548		ENSG00000106153	CHCHD2
ENSCSAG00000018549	FAM110B	ENSG00000169122	FAM110B
ENSCSAG00000018550	BHLHE22	ENSG00000180828	BHLHE22
ENSCSAG00000018551	CRH	ENSG00000147571	CRH
ENSCSAG00000018552	RRS1	ENSG00000179041	RRS1
ENSCSAG00000018553			
ENSCSAG00000018554			
ENSCSAG00000018555			
ENSCSAG00000018556	SLC10A5	ENSG00000253598	SLC10A5
ENSCSAG00000018557			
ENSCSAG00000018558			
ENSCSAG00000018559	RBM12B	ENSG00000183808	RBM12B
ENSCSAG00000018560			
ENSCSAG00000018561			
ENSCSAG00000018562			
ENSCSAG00000018563			
ENSCSAG00000018564			
ENSCSAG00000018565	MC4R	ENSG00000166603	MC4R
ENSCSAG00000018566		ENSG00000284461	
ENSCSAG00000018567	BOD1L2	ENSG00000228075	BOD1L2
ENSCSAG00000018568			
ENSCSAG00000018569		ENSG00000249222	ATP5MGL
ENSCSAG00000018569		ENSG00000167283	ATP5MG
ENSCSAG00000018570	ELOA2	ENSG00000206181	ELOA2
ENSCSAG00000018571			
ENSCSAG00000018572		ENSG00000169139	UBE2V2
ENSCSAG00000018573			
ENSCSAG00000018574			
ENSCSAG00000018575	CETN1	ENSG00000177143	CETN1
ENSCSAG00000018576	TMEM200C	ENSG00000206432	TMEM200C
ENSCSAG00000018577	LRRC30	ENSG00000206422	LRRC30
ENSCSAG00000018578			
ENSCSAG00000018579	MC5R	ENSG00000176136	MC5R
ENSCSAG00000018580	MC2R	ENSG00000185231	MC2R
ENSCSAG00000018581		ENSG00000179304	FAM156B
ENSCSAG00000018581		ENSG00000268350	FAM156A
ENSCSAG00000018582	C20orf202	ENSG00000215595	C20orf202
ENSCSAG00000018583			
ENSCSAG00000018584		ENSG00000189252	SPANXN3
ENSCSAG00000018585	GJB6	ENSG00000121742	GJB6
ENSCSAG00000018586	GJB2	ENSG00000165474	GJB2
ENSCSAG00000018587	GJA3	ENSG00000121743	GJA3
ENSCSAG00000018588			
ENSCSAG00000018589			
ENSCSAG00000018590	AMER2	ENSG00000165566	AMER2
ENSCSAG00000018591		ENSG00000140307	GTF2A2
ENSCSAG00000018592	GPR12	ENSG00000132975	GPR12
ENSCSAG00000018593	PLEKHF2	ENSG00000175895	PLEKHF2
ENSCSAG00000018594	MAB21L1	ENSG00000180660	MAB21L1
ENSCSAG00000018595	SERTM1	ENSG00000180440	SERTM1
ENSCSAG00000018596		ENSG00000053372	MRTO4
ENSCSAG00000018597	CSNK1A1L	ENSG00000180138	CSNK1A1L
ENSCSAG00000018598	TSPYL5	ENSG00000180543	TSPYL5
ENSCSAG00000018599	LHFPL6	ENSG00000183722	LHFPL6
ENSCSAG00000018600		ENSG00000189403	HMGB1
ENSCSAG00000018601	KBTBD6	ENSG00000165572	KBTBD6
ENSCSAG00000018602	KCNS2	ENSG00000156486	KCNS2
ENSCSAG00000018603		ENSG00000130255	RPL36
ENSCSAG00000018604	KBTBD7	ENSG00000120696	KBTBD7
ENSCSAG00000018605			
ENSCSAG00000018606			
ENSCSAG00000018607	KCTD4	ENSG00000180332	KCTD4
ENSCSAG00000018608	TMEM74	ENSG00000164841	TMEM74
ENSCSAG00000018609	LPAR6	ENSG00000139679	LPAR6
ENSCSAG00000018610	CYSLTR2	ENSG00000152207	CYSLTR2
ENSCSAG00000018611			
ENSCSAG00000018612	ARL11	ENSG00000152213	ARL11
ENSCSAG00000018613	ZHX2	ENSG00000178764	ZHX2
ENSCSAG00000018614	TRIM13	ENSG00000204977	TRIM13
ENSCSAG00000018615	TRMT12	ENSG00000183665	TRMT12
ENSCSAG00000018616		ENSG00000139675	HNRNPA1L2
ENSCSAG00000018617	CCDC70	ENSG00000123171	CCDC70
ENSCSAG00000018618	LRATD2	ENSG00000168672	LRATD2
ENSCSAG00000018619			
ENSCSAG00000018620	UTP14C	ENSG00000253797	UTP14C
ENSCSAG00000018621	GPR20	ENSG00000204882	GPR20
ENSCSAG00000018622	KCTD12	ENSG00000178695	KCTD12
ENSCSAG00000018623	SPRY2	ENSG00000136158	SPRY2
ENSCSAG00000018624			
ENSCSAG00000018625			
ENSCSAG00000018626			
ENSCSAG00000018627			
ENSCSAG00000018628			
ENSCSAG00000018629			
ENSCSAG00000018630			
ENSCSAG00000018631	ARC	ENSG00000198576	ARC
ENSCSAG00000018632	JRK	ENSG00000234616	JRK
ENSCSAG00000018633		ENSG00000264668	
ENSCSAG00000018633		ENSG00000181638	ZFP41
ENSCSAG00000018634	MAFA	ENSG00000182759	MAFA
ENSCSAG00000018635	TIGD5	ENSG00000179886	TIGD5
ENSCSAG00000018636	COMMD5	ENSG00000170619	COMMD5
ENSCSAG00000018637		ENSG00000185372	OR2V1
ENSCSAG00000018638	SFT2D3	ENSG00000173349	SFT2D3
ENSCSAG00000018639	TMEM185B	ENSG00000226479	TMEM185B
ENSCSAG00000018640	TMEM177	ENSG00000144120	TMEM177
ENSCSAG00000018641	TMEM37	ENSG00000171227	TMEM37
ENSCSAG00000018642		ENSG00000104131	EIF3J
ENSCSAG00000018643	GPR39	ENSG00000183840	GPR39
ENSCSAG00000018644		ENSG00000067225	PKM
ENSCSAG00000018645		ENSG00000273611	ZNHIT3
ENSCSAG00000018646	RPRM	ENSG00000177519	RPRM
ENSCSAG00000018647		ENSG00000285762	
ENSCSAG00000018647		ENSG00000099977	DDT
ENSCSAG00000018648	B3GALT1	ENSG00000172318	B3GALT1
ENSCSAG00000018649	PHOSPHO2	ENSG00000144362	PHOSPHO2
ENSCSAG00000018650		ENSG00000143158	MPC2
ENSCSAG00000018651	TTC30A	ENSG00000197557	TTC30A
ENSCSAG00000018652	NEUROD1	ENSG00000162992	NEUROD1
ENSCSAG00000018653			
ENSCSAG00000018654			
ENSCSAG00000018655	ACKR2	ENSG00000144648	ACKR2
ENSCSAG00000018656			
ENSCSAG00000018657	CYP8B1	ENSG00000180432	CYP8B1
ENSCSAG00000018658			
ENSCSAG00000018659	ZNF660	ENSG00000144792	ZNF660
ENSCSAG00000018660	C2orf88	ENSG00000187699	C2orf88
ENSCSAG00000018661			
ENSCSAG00000018662			
ENSCSAG00000018663			
ENSCSAG00000018664			
ENSCSAG00000018665	DEFB125	ENSG00000178591	DEFB125
ENSCSAG00000018666			
ENSCSAG00000018667	FOXS1	ENSG00000179772	FOXS1
ENSCSAG00000018668	ACTL10	ENSG00000288649	ACTL10
ENSCSAG00000018669		ENSG00000069509	FUNDC1
ENSCSAG00000018670		ENSG00000070423	RNF126
ENSCSAG00000018671	FLRT3	ENSG00000125848	FLRT3
ENSCSAG00000018672		ENSG00000114942	EEF1B2
ENSCSAG00000018673		ENSG00000137575	SDCBP
ENSCSAG00000018674	SCP2D1	ENSG00000132631	SCP2D1
ENSCSAG00000018675	INSM1	ENSG00000173404	INSM1
ENSCSAG00000018676	SSTR4	ENSG00000132671	SSTR4
ENSCSAG00000018677	THBD	ENSG00000178726	THBD
ENSCSAG00000018678	NXT1	ENSG00000132661	NXT1
ENSCSAG00000018679	FAM110A	ENSG00000125898	FAM110A
ENSCSAG00000018680			
ENSCSAG00000018681		ENSG00000278961	SMIM34B
ENSCSAG00000018681		ENSG00000243627	SMIM34A
ENSCSAG00000018682		ENSG00000222018	FAM243A
ENSCSAG00000018682		ENSG00000277277	FAM243B
ENSCSAG00000018683		ENSG00000205670	SMIM11A
ENSCSAG00000018683		ENSG00000273590	SMIM11B
ENSCSAG00000018684	KCNE2	ENSG00000159197	KCNE2
ENSCSAG00000018685	DNAJC28	ENSG00000177692	DNAJC28
ENSCSAG00000018686	OLIG1	ENSG00000184221	OLIG1
ENSCSAG00000018687	OLIG2	ENSG00000205927	OLIG2
ENSCSAG00000018688	C21orf62	ENSG00000205929	C21orf62
ENSCSAG00000018689	KRTAP11-1	ENSG00000182591	KRTAP11-1
ENSCSAG00000018690	KRTAP8-1	ENSG00000183640	KRTAP8-1
ENSCSAG00000018691		ENSG00000111843	TMEM14C
ENSCSAG00000018692	KRTAP20-3	ENSG00000206104	KRTAP20-3
ENSCSAG00000018693			
ENSCSAG00000018694			
ENSCSAG00000018695	KRTAP22-1	ENSG00000186924	KRTAP22-1
ENSCSAG00000018696	KRTAP22-2	ENSG00000206106	KRTAP22-2
ENSCSAG00000018697	KRTAP19-2	ENSG00000186965	KRTAP19-2
ENSCSAG00000018698	KRTAP13-4	ENSG00000186971	KRTAP13-4
ENSCSAG00000018699		ENSG00000198390	KRTAP13-1
ENSCSAG00000018699		ENSG00000182816	KRTAP13-2
ENSCSAG00000018700	KRTAP27-1	ENSG00000206107	KRTAP27-1
ENSCSAG00000018701	KRTAP26-1	ENSG00000197683	KRTAP26-1
ENSCSAG00000018702	KRTAP25-1	ENSG00000232263	KRTAP25-1
ENSCSAG00000018703	KRTAP24-1	ENSG00000188694	KRTAP24-1
ENSCSAG00000018704	CLDN8	ENSG00000156284	CLDN8
ENSCSAG00000018705	CLDN17	ENSG00000156282	CLDN17
ENSCSAG00000018706			
ENSCSAG00000018707		ENSG00000139351	SYCP3
ENSCSAG00000018708	NRIP1	ENSG00000180530	NRIP1
ENSCSAG00000018709		ENSG00000212907	MT-ND4L
ENSCSAG00000018710		ENSG00000276289	KCNE1B
ENSCSAG00000018710		ENSG00000180509	KCNE1
ENSCSAG00000018711	CLDN14	ENSG00000159261	CLDN14
ENSCSAG00000018712			
ENSCSAG00000018713	KCNJ15	ENSG00000157551	KCNJ15
ENSCSAG00000018714	B3GALT5	ENSG00000183778	B3GALT5
ENSCSAG00000018715		ENSG00000065518	NDUFB4
ENSCSAG00000018716	WDR5B	ENSG00000196981	WDR5B
ENSCSAG00000018717			
ENSCSAG00000018718			
ENSCSAG00000018719	ZBED2	ENSG00000177494	ZBED2
ENSCSAG00000018720	CCDC54	ENSG00000138483	CCDC54
ENSCSAG00000018721			
ENSCSAG00000018722	TRMT10C	ENSG00000174173	TRMT10C
ENSCSAG00000018723			
ENSCSAG00000018724	GPR15	ENSG00000154165	GPR15
ENSCSAG00000018725	OR5H2	ENSG00000197938	OR5H2
ENSCSAG00000018726		ENSG00000233412	OR5H15
ENSCSAG00000018726		ENSG00000231192	OR5H1
ENSCSAG00000018727		ENSG00000089009	RPL6
ENSCSAG00000018728			
ENSCSAG00000018729	CGGBP1	ENSG00000163320	CGGBP1
ENSCSAG00000018730			
ENSCSAG00000018731		ENSG00000124614	RPS10
ENSCSAG00000018732	NPBWR2	ENSG00000125522	NPBWR2
ENSCSAG00000018733	ABHD16B	ENSG00000183260	ABHD16B
ENSCSAG00000018734			
ENSCSAG00000018735	FNDC11	ENSG00000125531	FNDC11
ENSCSAG00000018736	BHLHE23	ENSG00000125533	BHLHE23
ENSCSAG00000018737			
ENSCSAG00000018738	PPP1R3D	ENSG00000132825	PPP1R3D
ENSCSAG00000018739			
ENSCSAG00000018740	MTRNR2L3	ENSG00000256222	MTRNR2L3
ENSCSAG00000018741	MC3R	ENSG00000124089	MC3R
ENSCSAG00000018742			
ENSCSAG00000018743			
ENSCSAG00000018744	TSHZ2	ENSG00000182463	TSHZ2
ENSCSAG00000018745	MOCS3	ENSG00000124217	MOCS3
ENSCSAG00000018746	CEBPB	ENSG00000172216	CEBPB
ENSCSAG00000018747			
ENSCSAG00000018748	ZSWIM1	ENSG00000168612	ZSWIM1
ENSCSAG00000018749			
ENSCSAG00000018750			
ENSCSAG00000018751	GTSF1L	ENSG00000124196	GTSF1L
ENSCSAG00000018752		ENSG00000122644	ARL4A
ENSCSAG00000018753	MAFB	ENSG00000204103	MAFB
ENSCSAG00000018754	BLCAP	ENSG00000166619	BLCAP
ENSCSAG00000018755		ENSG00000170889	RPS9
ENSCSAG00000018756			
ENSCSAG00000018757	PRND	ENSG00000171864	PRND
ENSCSAG00000018758	PRNP	ENSG00000171867	PRNP
ENSCSAG00000018759	TMEM239	ENSG00000198326	TMEM239
ENSCSAG00000018760	CENPB	ENSG00000125817	CENPB
ENSCSAG00000018761	ZCCHC3	ENSG00000247315	ZCCHC3
ENSCSAG00000018762	SOX12	ENSG00000177732	SOX12
ENSCSAG00000018763			
ENSCSAG00000018764			
ENSCSAG00000018765	MARS2	ENSG00000247626	MARS2
ENSCSAG00000018766	ZNF501	ENSG00000186446	ZNF501
ENSCSAG00000018767	TMEM158	ENSG00000249992	TMEM158
ENSCSAG00000018768	FZD7	ENSG00000155760	FZD7
ENSCSAG00000018769	GPR1	ENSG00000183671	GPR1
ENSCSAG00000018770	XCR1	ENSG00000173578	XCR1
ENSCSAG00000018771	FZD5	ENSG00000163251	FZD5
ENSCSAG00000018772			
ENSCSAG00000018773	CCR3	ENSG00000183625	CCR3
ENSCSAG00000018774	CXCR2	ENSG00000180871	CXCR2
ENSCSAG00000018775	CXCR1	ENSG00000163464	CXCR1
ENSCSAG00000018776	CCR2	ENSG00000121807	CCR2
ENSCSAG00000018777	CCR5	ENSG00000160791	CCR5
ENSCSAG00000018778	GPBAR1	ENSG00000179921	GPBAR1
ENSCSAG00000018779	CDK5R2	ENSG00000171450	CDK5R2
ENSCSAG00000018780	CCRL2	ENSG00000121797	CCRL2
ENSCSAG00000018781	KCNE4	ENSG00000152049	KCNE4
ENSCSAG00000018782	UCN2	ENSG00000145040	UCN2
ENSCSAG00000018783			
ENSCSAG00000018784	AMIGO3	ENSG00000176020	AMIGO3
ENSCSAG00000018785	GPR55	ENSG00000135898	GPR55
ENSCSAG00000018786	NAA80	ENSG00000243477	NAA80
ENSCSAG00000018787	TEX44	ENSG00000177673	TEX44
ENSCSAG00000018788	RBM15B	ENSG00000259956	RBM15B
ENSCSAG00000018789			
ENSCSAG00000018790	IQCF6	ENSG00000214686	IQCF6
ENSCSAG00000018791			
ENSCSAG00000018792	IQCF5	ENSG00000214681	IQCF5
ENSCSAG00000018793		ENSG00000204568	MRPS18B
ENSCSAG00000018794	SPATA12	ENSG00000186451	SPATA12
ENSCSAG00000018795	ARL4C	ENSG00000188042	ARL4C
ENSCSAG00000018796		ENSG00000156508	EEF1A1
ENSCSAG00000018797	ACKR3	ENSG00000144476	ACKR3
ENSCSAG00000018798	HTD2	ENSG00000255154	HTD2
ENSCSAG00000018799			
ENSCSAG00000018800			
ENSCSAG00000018801	TWIST2	ENSG00000233608	TWIST2
ENSCSAG00000018802			
ENSCSAG00000018803	OR6B2	ENSG00000182083	OR6B2
ENSCSAG00000018804	GPR27	ENSG00000170837	GPR27
ENSCSAG00000018805	LRRN1	ENSG00000175928	LRRN1
ENSCSAG00000018806	OR6B3	ENSG00000178586	OR6B3
ENSCSAG00000018807	GPR35	ENSG00000178623	GPR35
