Gene	SAMN14563423_Series7_Calu3_Mock_1	SAMN14563422_Series7_Calu3_Mock_2	SAMN14563421_Series7_Calu3_Mock_3	SAMN14563420_Series7_Calu3_SARS-CoV-2_1	SAMN14563419_Series7_Calu3_SARS-CoV-2_2	SAMN14563418_Series7_Calu3_SARS-CoV-2_3
TPD52	30.83	14.61	22.09	25.98	27.87	15.79
FAM171B	6.14	2.53	5.32	5.47	5.5	4.22
TRD	0.0	0.0	0.0	0.0	0.0	0.0
NIPAL3	12.54	8.95	13.31	11.41	10.51	7.97
AK096932	0.0	0.0	0.02	0.05	0.18	0.0
KLRAP1	0.73	0.33	0.14	0.32	0.7	0.25
VSX2	0.0	0.0	0.0	0.0	0.0	0.0
PRDX6	424.5	380.74	417.44	386.59	376.27	290.2
CCDC60	0.0	0.0	0.0	0.0	0.0	0.0
JB074863	0.0	0.0	0.0	0.0	0.0	0.0
FMO1	0.0	0.0	0.0	0.0	0.0	0.0
TCERG1	26.6	18.52	22.3	30.14	33.63	19.4
CEP44	2.84	1.4	1.86	2.3	3.85	1.85
DQ587169	0.0	0.0	0.0	0.0	0.0	0.0
MIRLET7A2	0.0	0.0	0.0	0.0	0.0	0.0
MIR3180-4	0.0	0.0	0.0	0.0	0.0	0.0
ZNF76	22.48	23.66	28.8	25.9	20.96	18.81
MIR1292	0.0	0.0	0.0	0.0	0.0	0.0
UFL1	9.66	3.98	7.38	13.7	13.24	8.92
OR13C4	0.0	0.0	0.0	0.0	0.0	0.0
TIGD4	0.41	0.27	0.3	0.85	0.52	0.53
PHKA1	2.19	1.78	2.42	3.1	3.18	2.46
RNF40	37.07	31.72	37.52	29.92	28.97	25.89
ACSBG1	0.16	0.21	0.26	0.04	0.0	0.19
BLNK	2.99	2.69	2.29	3.76	4.57	3.39
RPL19	12254.81	12792.91	12181.36	11281.05	11225.83	9472.39
DNM1P34	0.0	0.0	0.03	0.0	0.0	0.05
OR10H1	0.78	1.36	2.18	3.16	1.42	2.36
RBMY1E	0.0	0.0	0.0	0.0	0.0	0.0
WDR47	2.29	1.33	2.31	2.45	2.9	2.3
AY070437	1.98	1.97	2.09	2.8	3.4	2.26
FLJ42393	0.0	0.0	0.0	0.0	0.0	0.03
RARS	103.32	83.96	90.07	100.93	103.63	70.36
HIST1H2BB	0.0	0.0	0.16	0.0	0.0	0.49
DQ594696	0.0	0.0	0.0	0.0	0.0	0.0
LAS1L	45.07	48.91	42.73	36.56	32.8	28.84
AK096379	0.0	0.0	0.0	0.0	0.0	0.05
CLN6	56.1	51.5	58.2	26.88	28.71	23.58
FAM84A	5.48	7.1	10.64	3.16	4.72	3.24
TMEM256	169.06	214.37	180.31	92.18	94.35	87.96
LOC100270804	0.1	0.07	0.4	0.81	1.02	0.51
THOC3	163.62	158.14	167.58	75.16	95.03	67.25
UTP14C	7.31	4.78	6.9	7.49	7.94	5.68
MSANTD2	3.58	3.52	3.42	2.98	2.46	2.44
LIPG	12.07	12.29	16.3	15.93	18.11	12.71
PLA2G10	5.36	6.12	4.29	3.28	2.44	2.3
BC014180	2.07	1.99	1.94	1.34	1.27	1.32
TMEM51	62.39	56.65	58.78	89.66	97.61	85.42
CALR3	0.0	0.0	0.0	0.08	0.0	0.0
RIPPLY3	1.14	0.23	0.45	0.44	0.66	0.22
TBC1D2B	12.71	9.96	12.42	12.84	10.32	9.68
TSNAX-DISC1	1.04	0.31	0.5	0.4	1.01	0.54
ADAMTS10	0.25	0.3	0.11	0.37	0.15	0.19
ZNF830	12.41	12.22	13.66	17.73	15.5	12.4
MIR1233-2	0.0	0.0	0.0	0.0	0.0	0.0
PIGR	56.74	47.17	59.51	60.58	58.69	50.15
COX6A2	0.0	0.0	0.0	0.0	0.0	0.0
MIR205HG	0.0	0.0	0.06	0.0	0.0	0.0
LOC100507053	0.25	0.62	0.49	0.74	0.86	0.88
MAN2A1	20.92	9.02	19.31	16.49	15.12	12.08
LST1	0.0	0.0	0.0	2.32	3.36	1.42
BC053580	0.2	0.39	0.76	0.67	0.0	0.74
AK124121	0.0	0.0	0.0	0.05	0.0	0.08
CERS6	19.5	11.53	20.25	14.85	17.63	11.91
SYMPK	38.59	40.9	45.68	39.07	34.55	32.74
SPG21	100.57	94.64	95.74	69.42	82.7	56.68
CLEC2A	0.0	0.0	0.0	0.0	0.0	0.0
KIAA1549	1.65	1.4	1.87	1.28	1.39	1.2
LDLRAD3	9.32	6.79	10.1	10.18	8.76	8.35
AK095546	0.22	0.0	0.03	0.26	0.52	0.12
CELSR3	5.96	5.41	5.52	9.58	7.43	7.22
FRMD8P1	0.0	0.0	0.0	0.0	0.0	0.0
TAF5L	19.66	13.83	18.63	22.97	20.05	16.83
MIR302B	0.0	0.0	0.0	0.34	0.0	0.13
ANO9	4.43	5.2	4.95	6.16	4.23	4.56
TJP2	55.49	38.35	53.77	58.44	55.28	53.03
TOP3B	8.74	9.89	10.01	10.89	10.54	8.01
ERP44	17.13	14.03	15.3	14.95	16.24	10.77
ABI2	14.73	11.39	13.6	11.25	13.85	9.19
TRAF3IP2	15.3	10.39	14.97	23.41	23.32	19.47
DQ599213	0.0	0.0	0.0	0.0	0.0	0.0
AB231721	0.0	0.0	0.0	0.0	0.0	0.0
RFFL	8.94	5.37	7.93	15.05	13.17	11.97
PPP2R2B	0.0	0.0	0.03	0.05	0.09	0.12
FDXACB1	0.66	1.02	1.02	0.92	0.38	0.48
RFPL2	0.0	0.93	0.44	0.31	0.13	0.23
ENSA	367.71	357.05	388.01	250.59	255.68	206.25
MIR1295A	0.0	0.0	0.0	0.0	0.0	0.0
CBY3	0.0	0.57	0.76	0.0	0.0	0.43
RMND5A	22.72	15.42	21.27	19.23	21.66	16.42
ADAM10	110.69	61.99	103.2	89.01	81.31	64.45
SQLE	212.56	145.1	188.31	67.32	82.71	54.48
NACC2	8.88	8.35	10.58	7.7	7.91	5.83
BC022047	1.42	0.92	1.22	0.7	1.37	0.8
MIR4462	0.0	0.0	0.0	0.0	0.0	0.0
AL832439	0.41	0.65	0.98	1.17	1.3	1.28
TSACC	5.56	1.21	1.81	1.12	0.57	1.28
ZFYVE27	11.23	12.3	15.49	14.53	15.39	12.28
GPR1	0.0	0.0	0.0	0.0	0.34	0.08
MDGA2	0.0	0.0	0.0	0.0	0.0	0.0
FBXO39	0.0	0.0	0.0	0.18	0.0	0.0
ZP4	0.0	0.0	0.02	0.0	0.0	0.0
SCAMP3	132.05	140.38	143.12	98.39	78.4	80.73
C21orf49	1.28	0.55	0.62	1.33	1.66	0.76
KIAA2022	0.0	0.0	0.0	0.0	0.0	0.01
DQ141194	0.0	0.0	0.0	0.0	0.0	0.0
LOC613037	3.68	2.3	3.1	3.24	3.58	1.4
OR8B4	0.0	0.0	0.0	0.0	0.0	0.0
CAMK2A	0.0	0.0	0.05	0.09	0.0	0.07
USP49	0.44	0.35	0.97	1.3	0.75	0.94
ITGA11	0.0	0.0	0.0	0.06	0.03	0.0
DQ594563	0.0	0.0	0.0	0.0	0.0	0.0
KIF9	8.05	14.83	11.35	5.76	8.57	4.22
LINC00160	0.0	0.0	0.0	0.17	0.0	0.0
AB231710	0.0	1.34	1.7	1.68	0.0	0.34
BET1L	27.13	27.05	29.25	28.72	24.84	24.26
SLC2A1	137.54	124.37	147.03	183.3	201.8	151.11
DQ589004	0.0	0.0	0.0	0.0	0.0	0.0
AP3B2	8.35	8.29	8.27	7.67	7.73	5.65
LRRC59	169.02	148.62	171.52	127.45	110.46	100.27
ADAMTS9	7.52	5.64	9.32	17.52	14.31	13.33
AK128202	0.0	0.0	0.0	0.0	0.0	0.06
DPY19L3	3.12	2.36	3.36	2.78	4.35	2.36
EXOSC1	32.85	29.79	31.89	28.76	31.89	24.81
AADAT	6.81	4.71	5.65	2.63	1.91	1.88
PNMA6A	0.0	0.0	0.0	0.0	0.06	0.0
LINC00705	0.22	0.0	0.0	0.0	0.0	0.0
MIR374A	0.0	0.0	0.0	0.0	0.0	0.0
MGC16275	0.82	0.33	0.64	0.6	0.59	0.5
BC021061	0.3	0.14	0.08	0.86	0.19	0.46
ZBTB34	2.07	1.36	2.39	2.82	3.23	1.94
ZNHIT3	68.85	59.96	58.77	74.47	66.18	52.99
KNTC1	14.93	13.14	14.59	14.66	15.49	9.67
NXF2	0.0	0.0	0.0	0.0	0.0	0.0
PCDHGA11	0.08	0.19	0.25	0.37	0.54	0.39
NKD2	0.22	0.22	0.24	0.81	1.19	0.34
LINC00922	0.0	0.0	0.0	0.0	0.0	0.0
SH2D3C	0.0	0.0	0.02	0.08	0.0	0.12
JA783516	0.0	0.0	0.0	0.0	0.0	0.0
GLOD5	0.0	0.17	0.72	0.1	1.03	0.34
AX765719	0.0	0.0	0.0	0.0	0.0	0.0
WASH2P	15.55	17.89	16.87	18.98	19.48	15.34
OR3A3	0.0	0.0	0.0	0.0	0.0	0.0
OR2C3	0.0	0.0	0.0	0.0	0.0	0.0
AK026714	0.11	0.0	0.08	0.33	0.3	0.3
UBA3	39.66	24.54	35.42	37.78	48.3	28.14
AK092331	3.22	4.11	4.41	4.7	5.94	3.33
AK026736	65.88	48.41	49.79	75.49	99.26	50.67
FLJ46300	0.0	0.0	0.0	0.0	0.0	0.0
STOML3	0.11	0.0	0.0	0.0	0.0	0.0
SLC25A52	0.0	0.0	0.0	0.09	0.0	0.0
ARHGAP25	0.14	0.23	0.09	0.27	0.0	0.0
PNKP	41.55	47.47	48.33	29.25	29.57	25.45
STX6	17.93	14.0	18.07	15.44	15.7	11.99
AK098769	1.36	0.9	0.0	0.33	0.0	0.0
MIR339	0.0	0.0	0.0	0.0	0.0	0.0
BC043261	0.0	0.0	0.0	0.0	0.0	0.0
AK097866	0.0	0.0	0.0	0.0	0.0	0.04
MIR3653	0.0	0.0	0.0	0.0	0.0	0.0
AX746522	0.0	0.37	0.23	0.29	1.34	0.56
CFL2	7.82	4.84	6.42	11.2	10.42	7.66
TMEM209	12.33	6.15	10.01	14.37	14.4	11.29
DQ595081	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHB2	65.52	52.11	67.91	65.78	64.52	49.59
B4GALT2	49.07	61.55	60.0	43.58	35.68	39.53
PINX1	22.84	21.92	21.95	23.45	14.04	16.6
MAX	32.95	27.49	27.78	31.8	32.02	22.26
BC016972	0.51	1.91	0.68	1.25	0.7	0.97
LINC00032	0.0	0.0	0.03	0.03	0.0	0.0
BSCL2	72.39	82.21	80.34	31.33	23.94	27.56
NAT2	0.33	0.16	0.06	0.16	0.47	0.2
FCF1	39.73	23.34	35.77	26.91	27.83	20.73
PDGFA	3.85	4.08	3.85	10.65	12.39	8.34
ZEB2_AS1_1	0.0	0.0	0.0	0.0	0.0	0.0
SPTY2D1-AS1	0.21	0.0	0.31	0.14	6.52	0.2
CLVS1	0.17	0.04	0.06	0.08	0.07	0.0
PITRM1-AS1	0.89	0.15	0.48	0.51	0.27	0.32
MANEA	8.6	3.23	6.58	7.48	7.66	5.82
MIR4474	0.0	0.0	0.0	0.0	0.0	0.0
DQ587578	0.0	0.0	0.0	0.0	0.0	0.0
KCNMB2-IT1	0.0	0.0	0.0	0.0	0.0	0.0
ATPAF2	11.12	9.3	9.84	6.25	6.51	6.03
MIR3945	0.0	0.0	0.0	0.0	0.0	0.0
AX747550	0.0	0.0	0.0	0.0	0.0	0.0
DQ597999	0.0	0.0	0.0	0.0	0.0	0.0
PLSCR5	0.0	0.1	0.0	0.0	0.0	0.0
EPC1	6.1	4.48	6.39	15.16	16.58	13.19
RSPRY1	15.11	11.18	18.41	28.21	21.81	17.97
UQCRB	38.9	39.73	38.49	43.37	43.58	33.66
RHOBTB1	8.57	5.09	5.6	6.21	5.8	4.85
SPINK8	0.0	0.0	0.0	0.0	0.0	0.0
EIF3K	451.74	499.8	462.51	360.09	348.68	292.36
TRIB3	42.19	43.19	44.23	78.52	82.9	72.09
AK310751	0.91	0.42	2.73	1.26	2.21	3.32
PLA2G2D	0.0	0.0	0.0	0.0	0.0	0.0
DLD	30.91	20.37	31.21	33.78	31.64	24.41
CCDC82	13.97	7.75	9.78	17.51	17.54	9.05
LY6G5B	12.65	12.15	11.35	17.3	12.6	10.6
DQ571410	0.0	0.0	0.0	0.0	0.0	0.0
ALDOC	0.89	0.89	0.43	0.25	0.35	0.24
BTG3	53.47	39.77	43.17	72.64	92.44	59.89
BTBD2	39.52	46.21	47.95	31.72	33.95	34.31
BC051736	1.11	1.91	1.45	1.01	2.63	1.87
DFFA	21.63	23.27	27.44	23.67	17.06	19.8
TCRBV15S1	0.0	0.0	0.0	0.0	0.0	0.0
OR4C46	0.0	0.0	0.0	0.0	0.0	0.0
GU289929	0.0	0.0	0.0	0.14	0.27	0.11
CRELD2	57.81	71.28	67.15	37.25	38.84	34.25
CR936633	0.0	0.0	0.0	0.0	0.0	0.0
AK310237	0.0	0.0	0.0	0.0	0.0	0.0
AAAS	20.26	23.76	23.72	18.35	17.92	15.28
DNASE2B	0.0	0.0	0.0	0.0	0.0	0.0
AANAT	0.11	0.25	0.17	2.35	0.69	1.6
TMA7	686.89	670.16	628.16	326.14	327.88	252.42
ICAM1	83.69	85.86	98.08	1287.09	1115.59	997.65
AK090593	5.03	4.59	4.84	4.62	5.7	4.87
MIR3160-2	0.0	0.0	0.0	0.0	0.0	0.0
TDRKH	14.9	12.85	16.06	12.09	11.27	10.55
ZNF543	1.91	1.36	1.94	4.3	3.77	3.36
SPDEF	3.36	4.09	5.26	2.23	0.79	1.65
DQ594218	0.0	0.0	0.0	0.0	0.0	0.0
KIAA1875	1.26	1.39	1.47	0.78	0.58	0.56
LIX1L	4.41	3.94	5.11	4.84	7.73	4.75
SFTPA1	0.0	0.0	0.0	0.0	0.0	0.04
RTCB	128.92	121.78	128.11	91.84	98.01	73.85
BC040624	0.0	0.09	0.0	0.16	0.0	0.04
TSC1	3.53	2.97	3.95	4.96	4.95	4.01
A4GALT	8.23	11.25	10.52	15.77	14.82	12.89
RHOH	0.0	0.0	0.03	0.21	0.09	0.0
POLL	10.43	9.65	10.36	11.09	12.53	11.52
C6orf15	0.18	0.0	0.17	0.28	0.54	0.66
NUDT18	8.34	9.09	7.91	4.12	4.75	3.72
JB149426	0.0	0.0	0.0	0.0	0.0	0.0
AK001582	0.11	0.0	0.0	0.0	0.0	0.02
HIC1	0.0	0.0	0.24	0.13	0.36	0.3
DERA	55.42	41.83	45.95	46.39	47.17	35.77
CRLF2	0.0	0.0	0.3	0.18	0.0	0.58
SLC35A5	9.31	5.31	7.49	9.63	9.72	6.54
GSTM5	0.14	0.09	0.07	0.11	0.04	0.03
GABRR3	0.0	0.0	0.0	0.0	0.0	0.0
BX648489	0.06	0.05	0.07	0.09	0.0	0.04
SI	0.0	0.0	0.0	0.0	0.0	0.0
LOC100505782	0.0	0.0	0.0	0.0	0.0	0.0
C16orf91	41.29	43.43	42.1	38.28	35.32	31.72
AGXT2L1	0.1	0.46	0.18	0.0	0.0	0.0
KANSL1-AS1	11.66	10.42	8.28	6.12	9.3	7.3
LOC100506124	0.29	0.2	0.37	0.47	0.71	0.11
LOC730102	7.67	5.02	6.9	3.62	2.77	2.4
AX748264	0.0	0.0	0.0	0.0	0.0	0.0
ACTR3BP2	0.0	0.0	0.0	0.0	0.0	0.0
ADIPOQ-AS1	0.0	0.0	0.0	0.0	0.0	0.0
INTS4	15.91	11.38	11.83	12.44	10.93	8.66
TGFB3	0.44	0.16	0.35	0.37	0.57	0.19
SNX17	70.1	70.96	74.61	47.41	49.52	39.59
F2R	14.11	10.87	15.07	14.19	12.86	9.84
LINC00606	0.0	0.0	0.0	0.0	0.0	0.0
ACADVL	228.22	242.86	241.25	175.33	165.68	148.73
LOC284578	0.09	0.22	0.19	0.08	0.16	0.2
AKR1C4	0.55	0.54	0.27	0.18	0.0	0.14
ASMTL	16.78	18.52	17.14	11.2	13.62	12.06
RBM45	6.89	5.58	7.24	5.03	5.19	3.56
ZNF137P	0.0	0.0	0.0	0.04	0.0	0.0
MAFF	41.03	40.98	42.86	157.26	160.71	139.6
BC040734	0.0	0.07	0.03	0.0	0.0	0.0
SLC35F6	15.29	15.69	16.4	21.83	19.02	18.48
SDF2	77.92	78.81	73.63	54.09	50.78	44.32
LYSMD4	2.73	3.85	3.6	3.15	2.67	2.02
TRAPPC4	43.0	41.28	41.68	43.73	35.6	30.69
AX747733	0.0	0.0	0.18	0.19	0.29	0.09
KLLN	0.19	0.21	0.35	0.57	0.13	0.25
BIN2	0.0	0.0	0.02	0.0	0.0	0.0
PHKG1	1.13	0.72	1.09	0.86	0.82	0.57
MIR2053	0.0	0.0	0.0	0.0	0.0	0.0
TMEM38B	9.27	4.61	6.14	6.34	7.17	4.84
PKN1	62.56	75.64	71.39	83.23	79.97	67.98
KCND3	0.0	0.0	0.0	0.0	0.0	0.0
MEDAG	1.2	1.57	2.37	0.42	0.46	0.36
LPAR6	20.95	10.62	15.69	17.46	27.78	13.7
C9orf9	1.97	2.18	2.53	1.7	0.97	1.33
ASUN	28.9	22.23	21.67	21.75	32.62	14.85
PNMA2	7.47	6.47	8.16	11.95	12.49	8.85
BC042048	0.0	0.0	0.12	0.72	0.0	0.37
SNORD38	0.0	0.0	0.0	0.0	0.0	0.0
DQ588475	0.0	0.0	0.0	0.0	0.0	0.0
SNORD104	0.0	0.0	0.0	0.0	0.0	0.0
BC015688	0.4	0.2	0.25	0.69	0.0	0.39
KCNK5	45.38	36.58	49.18	40.88	35.62	36.16
EPM2A	1.34	0.78	0.87	1.3	0.74	0.72
BC044310	0.0	0.0	0.68	0.88	0.0	0.11
GCNT1	4.01	3.66	6.43	7.04	8.82	7.51
SEMA5B	0.14	0.0	0.07	0.0	0.37	0.05
DEFA6	0.0	0.0	0.0	0.0	0.0	0.0
PSKH1	23.13	21.28	26.0	18.59	15.78	17.0
LRRC61	24.56	28.14	28.46	17.95	15.86	17.39
AK123141	0.27	0.25	0.62	0.35	0.7	0.52
PRPF4	17.78	16.37	19.53	15.76	15.84	14.03
SYNC	0.28	0.4	0.03	0.21	0.23	0.24
PTGES2	71.64	87.36	80.87	50.28	44.87	39.76
GEMIN7	44.88	39.86	36.0	34.96	29.27	29.57
LINC00944	0.4	0.59	1.54	5.44	2.17	4.37
ABHD12B	0.3	0.0	0.0	0.15	0.0	0.17
ZNF280D	8.44	4.41	6.5	14.96	18.48	10.49
ZNF91	1.1	0.48	1.1	1.86	2.46	1.27
PCDH9-AS2	0.0	0.0	0.0	0.0	0.0	0.0
ZNF280B	1.16	0.58	0.88	1.72	1.4	0.98
SNORD113	0.0	0.0	0.0	0.0	0.0	0.0
BC039122	0.15	0.04	0.11	0.26	0.14	0.17
DQ600902	0.0	0.0	0.0	0.0	0.0	0.0
BC062349	0.0	0.0	0.16	0.0	0.13	0.3
MIR3122	0.0	0.0	0.0	0.0	0.0	0.0
CRYAA	0.0	0.0	0.0	0.0	0.0	0.0
SLC22A5	12.75	10.2	12.79	15.27	12.59	11.28
BC044609	0.0	0.09	0.04	0.0	0.0	0.07
CYC1	348.92	367.22	363.81	177.8	204.79	195.98
STARD8	0.12	0.06	0.34	0.28	0.37	0.3
DQ570864	0.0	0.0	0.0	0.0	0.0	0.0
ATP5SL	55.75	53.7	61.76	48.8	44.28	41.3
ETFB	313.93	384.45	347.97	229.42	222.45	190.84
AL832615	0.79	1.7	1.39	1.8	1.55	1.45
MEMO1	34.7	29.17	34.68	27.71	28.06	22.42
BC101420	0.0	0.0	0.0	0.0	0.0	0.0
SNORD114-2	0.0	0.0	0.0	0.0	0.0	0.0
MIR759	0.0	0.0	0.0	0.0	0.0	0.0
FGD1	1.86	0.88	1.47	1.04	0.59	0.98
PRICKLE4	1.75	3.26	3.02	3.06	3.07	2.74
AK056431	0.0	0.02	0.01	0.0	0.04	0.03
FLAD1	41.62	40.96	44.55	38.4	35.56	32.47
STYXL1	49.31	52.61	47.85	53.28	54.05	39.85
KISS1R	0.0	0.0	0.13	0.0	0.0	0.05
MRPL42P5	0.0	0.36	0.42	0.0	0.22	0.17
ABHD11	39.05	34.2	31.57	34.03	34.91	28.56
PGK2	0.0	0.0	0.0	0.0	0.0	0.0
TSNARE1	4.29	4.65	5.98	5.99	5.66	5.92
NECAP1	14.82	10.29	11.83	20.3	16.68	15.74
KRTAP13-4	0.0	0.0	0.0	0.0	0.0	0.0
AX747659	0.11	0.16	0.08	0.26	0.0	0.04
FAM221B	0.07	0.07	0.0	0.07	0.0	0.0
CYB5R3	126.64	128.67	129.78	102.12	91.84	91.27
MPHOSPH8	10.88	8.88	9.38	11.92	11.33	8.46
AK125301	0.48	0.41	1.05	0.84	0.36	0.66
TSG1	1.07	0.52	0.41	0.3	0.35	0.34
CXorf58	0.0	0.0	0.0	0.0	0.25	0.05
HRSP12	29.46	25.5	27.66	19.39	23.18	18.68
BC153822	0.0	0.0	0.02	0.0	0.15	0.0
BC034444	0.0	0.0	0.0	0.16	0.0	0.0
AK054753	0.1	0.1	0.2	0.31	0.09	0.16
MIR3671	0.0	0.0	0.0	0.0	0.0	0.0
AK095242	0.0	0.24	0.05	0.32	0.0	0.19
MIR1538	0.0	0.0	0.0	0.0	0.0	0.0
MORC2	16.06	12.56	15.51	17.37	16.99	14.41
PLEKHM2	12.37	15.79	16.48	19.16	17.32	16.64
ACO2	93.27	92.98	98.45	82.18	75.34	67.35
FAM217A	0.0	0.0	0.0	0.0	0.0	0.0
HYAL2	51.83	49.09	55.31	35.61	32.31	30.37
ZMYM1	6.05	2.77	4.86	8.37	7.24	5.05
SNCA	27.13	27.61	30.18	9.9	16.22	15.56
C11orf16	0.0	0.0	0.0	0.0	0.11	0.0
CREB3L3	0.0	0.12	0.09	0.08	0.0	0.0
GID8	42.39	41.76	45.07	42.32	41.36	34.69
UGT1A7	0.0	0.0	0.27	0.0	0.0	0.0
C10orf114	1.14	0.98	1.19	0.86	0.38	0.79
SKP1	321.67	273.64	275.31	236.94	249.28	168.9
LOC643723	0.65	0.26	0.41	0.06	0.23	0.15
STIM2	3.4	2.68	3.89	5.4	4.59	3.92
MIR4519	0.0	0.0	0.0	0.0	0.0	0.0
AX748237	0.42	0.15	0.08	0.19	0.0	0.1
LOC100289673	0.0	0.0	0.0	0.0	0.0	0.0
AL831948	0.07	0.07	0.14	0.14	0.25	0.09
CLEC1B	0.0	0.0	0.0	0.0	0.0	0.0
LINC00667	9.29	7.15	9.65	7.84	7.67	5.88
LOC646719	1.3	1.29	1.1	1.21	0.67	0.86
BC022313	0.0	0.0	0.0	0.0	0.0	0.0
HAUS1	74.18	69.41	70.55	46.68	55.58	35.19
PARPBP	17.92	11.5	14.66	10.72	10.67	7.38
CD81	327.19	391.7	347.13	264.48	265.49	226.12
CDY1	0.0	0.0	0.0	0.0	0.0	0.0
METTL21EP	0.0	0.0	0.02	0.0	0.0	0.0
MST1	1.05	0.74	0.95	0.99	1.15	0.91
DEFB107B	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC27-AS1	0.22	0.2	0.23	0.27	0.18	0.23
DQ601751	0.0	0.0	0.0	0.0	0.0	0.0
TAX1BP3	71.63	82.4	75.74	63.76	63.85	49.71
ADAM30	0.0	0.0	0.0	0.03	0.0	0.0
PLAC9	0.0	0.36	0.0	0.0	0.0	0.14
MIR211	0.0	0.0	0.0	0.0	0.0	0.0
U00684	2.3	0.0	0.11	0.0	0.0	0.35
C10orf71	0.0	0.0	0.0	0.0	0.0	0.0
HSFX2	3.16	3.12	2.82	3.18	2.22	2.38
HTR1E	0.0	0.0	0.0	0.0	0.0	0.0
BC039353	0.1	0.06	0.04	0.11	0.1	0.08
RNF219-AS1	0.0	0.0	0.0	0.0	0.0	0.0
OR9Q2	0.0	0.0	0.0	0.0	0.0	0.0
CDK5R2	0.72	0.88	0.76	1.06	0.8	0.98
SCFD1	27.48	21.09	25.05	30.31	37.46	20.69
ANKAR	0.76	0.14	0.36	0.24	0.42	0.27
ABHD13	9.0	3.06	6.23	7.62	9.95	5.26
MIR128-1	0.0	0.0	0.0	0.0	0.0	0.0
LCE2D	0.0	0.0	0.0	0.0	0.0	0.0
CLMP	0.08	0.12	0.02	0.0	0.0	0.03
LOC339240	0.0	0.0	0.0	0.0	0.0	0.0
PGM1	84.3	87.42	88.14	55.12	66.21	48.54
BCL2L10	0.0	0.13	0.0	0.25	0.47	0.39
BANF2	0.0	0.0	0.0	0.0	0.0	0.0
LONRF1	7.81	5.1	6.71	9.86	9.68	6.82
MIR634	0.0	0.0	0.0	0.0	0.0	0.0
CDH4	0.19	0.22	0.4	0.23	0.2	0.23
LOC100506713	3.73	0.92	2.67	1.24	2.3	1.55
ACER2	1.99	1.25	2.87	2.01	1.77	1.64
AX747440	0.72	0.39	0.92	1.36	1.08	1.16
KMT2D	2.57	1.85	3.27	4.02	3.54	3.57
SLC23A2	4.36	3.23	4.87	4.62	5.04	4.33
MLXIPL	1.03	1.4	0.92	1.23	2.36	1.63
LOC729970	2.83	4.46	3.21	2.54	3.0	2.6
DQ601936	0.0	0.0	0.0	0.0	0.0	0.0
MIR141	0.0	0.0	0.0	0.0	0.0	0.0
DHCR24	310.04	281.97	341.5	125.94	138.31	111.32
OR5C1	0.0	0.0	0.0	0.0	0.0	0.0
FEN1	126.18	114.66	126.91	66.59	54.01	49.66
HGS	52.51	64.2	63.99	61.44	51.17	52.14
HIST1H4A	0.0	1.62	0.4	0.4	0.0	1.23
X07060	2.38	0.52	0.0	0.0	0.82	0.0
PSD3	4.44	2.43	3.54	5.04	5.33	3.63
NOA1	23.44	20.58	23.95	21.19	22.14	16.29
AK055458	0.0	0.03	0.02	0.09	0.29	0.12
MAP10	0.54	0.34	0.52	1.22	0.92	0.76
TEX261	41.49	37.72	44.98	25.52	25.45	21.2
PHLDB1	8.72	8.47	8.7	9.89	11.09	8.28
DHRS4L2	16.31	18.08	19.57	11.46	13.07	7.66
SP5	0.21	0.74	1.09	0.31	0.58	0.36
BC019880	5.58	5.93	4.51	2.28	3.83	3.15
CLDN3	217.07	285.89	251.06	148.47	200.21	203.81
ZNF536	0.0	0.0	0.0	0.0	0.0	0.0
RIN2	3.29	2.82	3.44	8.04	8.0	5.72
DMRTC1	0.22	0.22	0.44	0.48	0.38	0.16
RAMP2	1.02	0.44	0.14	0.29	1.4	0.0
ZNF764	5.37	5.01	5.92	8.45	9.52	7.38
DL490879	0.0	0.0	0.0	0.0	0.0	0.0
PCDH7	0.21	0.12	0.27	0.46	0.5	0.46
OR10X1	0.0	0.0	0.0	0.0	0.0	0.0
POLR3K	65.4	72.39	63.01	37.13	26.72	25.87
YES1	25.89	13.28	20.93	33.55	35.84	22.13
USP18	12.07	12.05	12.62	196.41	180.39	161.32
MTRNR2L10	0.2	0.0	0.1	0.0	0.0	0.0
ANKRD10	27.49	23.76	25.34	34.51	38.15	27.2
DQ574806	0.54	0.22	0.56	0.43	0.2	0.29
PANX3	0.0	0.0	0.0	0.0	0.0	0.0
PRR7	33.23	52.05	38.98	11.61	24.67	20.83
ASPHD1	56.29	63.92	60.99	43.53	40.43	40.38
TMEM247	0.0	0.0	0.0	0.0	0.0	0.0
MIR3974	0.0	0.0	0.0	0.0	0.0	0.0
AX746544	0.6	0.54	0.45	1.67	0.63	0.8
MCEE	20.7	19.57	17.67	16.05	13.59	8.38
SERPINI1	7.25	5.03	4.56	6.45	6.34	3.9
MIR550A2	0.0	0.0	0.0	0.0	0.0	0.0
ATXN8OS	0.0	0.0	0.0	0.0	0.0	0.0
FSD1L	1.07	0.21	0.67	3.1	3.61	2.53
TRNAU1AP	23.07	21.68	20.96	20.73	19.99	16.77
BBS7	8.76	5.01	6.47	7.79	7.46	7.03
KCNQ1DN	0.0	0.0	0.0	0.0	0.0	0.0
MLYCD	11.13	9.68	9.52	7.37	7.88	6.2
