gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	Cell_Identity
ARFGEF3	3.51e-11	0.272561231	0.456	0.13699999999999998	9.27e-07	MUC5B+	Epithelial
PPP1R1A	3.0399999999999984e-165	0.272410004	0.238	0.003	8.029999999999993e-161	MUC5B+	Epithelial
PART1	3.65e-19	0.271002433	0.214	0.015	9.64e-15	MUC5B+	Epithelial
ATOH8	2.48e-19	0.267642786	0.292	0.077	6.55e-15	MUC5B+	Epithelial
CPD	2.3e-15	0.266742947	0.448	0.177	6.07e-11	MUC5B+	Epithelial
PVRL4	3.66e-42	0.2662549	0.335	0.044	9.65e-38	MUC5B+	Epithelial
PTPRZ1	1.6499999999999994e-74	0.265705161	0.231	0.006	4.349999999999997e-70	MUC5B+	Epithelial
MSLN	0.000185692	0.26505557	0.203	0.066	1.0	MUC5B+	Epithelial
COLCA1	1.37e-14	0.262626803	0.374	0.08	3.62e-10	MUC5B+	Epithelial
KRT15	8.620000000000002e-07	0.262239872	0.217	0.022	0.022749252	MUC5B+	Epithelial
FAM83D	5.64e-42	0.26109302	0.192	0.006999999999999999	1.4899999999999996e-37	MUC5B+	Epithelial
SLC44A4	0.005968455	0.25951548	0.527	0.107	1.0	MUC5B+	Epithelial
PHYHD1	4.87e-19	0.259292236	0.384	0.114	1.28e-14	MUC5B+	Epithelial
ST6GAL1	7.9e-12	0.25873194	0.338	0.085	2.08e-07	MUC5B+	Epithelial
NET1	5.26e-17	0.25786807300000003	0.359	0.128	1.39e-12	MUC5B+	Epithelial
CREB3L4	6.539999999999998e-48	0.254081283	0.299	0.047	1.73e-43	MUC5B+	Epithelial
NFIA	5.99e-12	0.254002849	0.473	0.189	1.58e-07	MUC5B+	Epithelial
HOMER2	1.28e-50	0.253645012	0.292	0.051	3.3699999999999998e-46	MUC5B+	Epithelial
DUSP5	4.1500000000000015e-12	0.253525892	0.224	0.086	1.09e-07	MUC5B+	Epithelial
RNF39	3.78e-39	0.25315872	0.242	0.014	9.96e-35	MUC5B+	Epithelial
CELSR1	6.84e-11	0.252511036	0.345	0.08800000000000001	1.8000000000000001e-06	MUC5B+	Epithelial
STEAP1	7.08e-32	0.25242432600000003	0.281	0.009000000000000001	1.87e-27	MUC5B+	Epithelial
CLIC6	1.2e-07	0.252006057	0.335	0.07400000000000001	0.003164852	MUC5B+	Epithelial
ABLIM1	4.49e-09	0.250731317	0.409	0.136	0.000118428	MUC5B+	Epithelial
EPHA2	1.15e-18	0.250036729	0.302	0.08900000000000001	3.04e-14	MUC5B+	Epithelial
SUMO3	1.12e-11	-0.250149725	0.278	0.436	2.96e-07	MUC5B+	Epithelial
ATP5F1	2.75e-11	-0.25016793600000004	0.48	0.613	7.25e-07	MUC5B+	Epithelial
MYD88	4.11e-12	-0.250374395	0.036000000000000004	0.239	1.08e-07	MUC5B+	Epithelial
TMEM179B	1.13e-11	-0.250541713	0.313	0.496	2.98e-07	MUC5B+	Epithelial
BACH1	2.56e-12	-0.251470357	0.053	0.24	6.76e-08	MUC5B+	Epithelial
DCTN3	8.120000000000001e-13	-0.251571984	0.189	0.387	2.14e-08	MUC5B+	Epithelial
PPP1CC	2.34e-12	-0.251659846	0.21	0.414	6.16e-08	MUC5B+	Epithelial
RABGGTB	1.65e-12	-0.251815088	0.17800000000000002	0.362	4.34e-08	MUC5B+	Epithelial
PMM1	1.37e-10	-0.252229102	0.114	0.232	3.61e-06	MUC5B+	Epithelial
MRPL14	1.9e-09	-0.252346733	0.295	0.413	5e-05	MUC5B+	Epithelial
RPS7	3.4399999999999995e-13	-0.252618591	0.996	0.992	9.07e-09	MUC5B+	Epithelial
POLR3GL	3.17e-13	-0.252643025	0.071	0.284	8.36e-09	MUC5B+	Epithelial
IER5	1.09e-10	-0.252728966	0.117	0.256	2.88e-06	MUC5B+	Epithelial
MXD1	3.5e-11	-0.253034385	0.046	0.192	9.22e-07	MUC5B+	Epithelial
SLC22A31	3.04e-08	-0.253364598	0.011	0.136	0.000802493	MUC5B+	Epithelial
CCT4	7.16e-12	-0.253457538	0.267	0.445	1.89e-07	MUC5B+	Epithelial
NFE2L2	2.89e-10	-0.253716281	0.249	0.424	7.61e-06	MUC5B+	Epithelial
SF3B2	2.79e-11	-0.253956364	0.345	0.494	7.37e-07	MUC5B+	Epithelial
MPC1	7.93e-13	-0.254052574	0.189	0.39	2.09e-08	MUC5B+	Epithelial
HCFC1R1	9.58e-13	-0.25420674600000004	0.132	0.337	2.53e-08	MUC5B+	Epithelial
HACD4	1.2e-12	-0.254258296	0.08199999999999999	0.263	3.18e-08	MUC5B+	Epithelial
VDAC3	1.16e-12	-0.254335017	0.157	0.333	3.06e-08	MUC5B+	Epithelial
ACAT1	4e-13	-0.254495367	0.114	0.307	1.06e-08	MUC5B+	Epithelial
CD4	1.1e-05	-0.25451291600000003	0.004	0.2	0.289885324	MUC5B+	Epithelial
TBRG1	4.859999999999999e-13	-0.254542832	0.121	0.317	1.28e-08	MUC5B+	Epithelial
SNX17	5.93e-13	-0.254680797	0.185	0.378	1.56e-08	MUC5B+	Epithelial
SCAMP2	7.290000000000001e-13	-0.25496710300000003	0.206	0.387	1.92e-08	MUC5B+	Epithelial
PPP4C	2.21e-12	-0.255007825	0.263	0.455	5.820000000000001e-08	MUC5B+	Epithelial
NDUFB6	3.14e-12	-0.255052964	0.299	0.485	8.29e-08	MUC5B+	Epithelial
STAT1	2.66e-11	-0.255181846	0.107	0.256	7.009999999999999e-07	MUC5B+	Epithelial
TCP1	8.6e-12	-0.255273912	0.203	0.355	2.27e-07	MUC5B+	Epithelial
NDUFA1	4.07e-12	-0.255289737	0.6940000000000001	0.8009999999999999	1.07e-07	MUC5B+	Epithelial
CIRBP	1.24e-12	-0.255342027	0.861	0.88	3.26e-08	MUC5B+	Epithelial
PSMB6	8.08e-12	-0.255556932	0.413	0.557	2.13e-07	MUC5B+	Epithelial
LITAF	2.46e-08	-0.255637987	0.626	0.628	0.00064841	MUC5B+	Epithelial
KIAA1033	4.65e-13	-0.25569226	0.057	0.267	1.23e-08	MUC5B+	Epithelial
ZNF106	1.4e-12	-0.255730357	0.08199999999999999	0.272	3.69e-08	MUC5B+	Epithelial
MT-ND4L	7.729999999999999e-10	-0.255841399	0.979	0.994	2.04e-05	MUC5B+	Epithelial
SDF4	8.149999999999999e-13	-0.255865767	0.189	0.381	2.15e-08	MUC5B+	Epithelial
DAPK1	1.55e-12	-0.256030704	0.05	0.246	4.09e-08	MUC5B+	Epithelial
COX7A2L	5.769999999999999e-12	-0.256371692	0.395	0.564	1.5199999999999998e-07	MUC5B+	Epithelial
GBP2	1.08e-10	-0.256572788	0.021	0.208	2.84e-06	MUC5B+	Epithelial
DBNDD2	8.3e-13	-0.256621019	0.135	0.32	2.19e-08	MUC5B+	Epithelial
NECAP2	4.38e-13	-0.256705786	0.05	0.269	1.16e-08	MUC5B+	Epithelial
UTRN	1.02e-10	-0.257007668	0.181	0.322	2.69e-06	MUC5B+	Epithelial
NDUFB5	8.670000000000001e-12	-0.25710788	0.306	0.469	2.29e-07	MUC5B+	Epithelial
RAD23A	2.92e-12	-0.257547081	0.331	0.485	7.7e-08	MUC5B+	Epithelial
MINOS1	1.51e-10	-0.25760839	0.263	0.421	3.99e-06	MUC5B+	Epithelial
SFT2D1	1.61e-12	-0.257659102	0.253	0.447	4.25e-08	MUC5B+	Epithelial
HSBP1	5.05e-08	-0.25774774	0.5479999999999999	0.573	0.001332568	MUC5B+	Epithelial
SEC61B	9.22e-13	-0.25803281	0.772	0.843	2.4300000000000003e-08	MUC5B+	Epithelial
NUP214	5.01e-13	-0.258134697	0.06	0.265	1.32e-08	MUC5B+	Epithelial
TMBIM6	6.790000000000001e-13	-0.258272319	0.904	0.933	1.79e-08	MUC5B+	Epithelial
SSH2	1.29e-12	-0.258443453	0.128	0.319	3.41e-08	MUC5B+	Epithelial
EMILIN2	1.06e-05	-0.258446348	0.004	0.18600000000000005	0.278656601	MUC5B+	Epithelial
TMEM173	1.91e-12	-0.258521183	0.132	0.3	5.04e-08	MUC5B+	Epithelial
CCDC107	1.59e-13	-0.258740976	0.078	0.29100000000000004	4.2e-09	MUC5B+	Epithelial
RPL10	7.349999999999999e-12	-0.258826898	1.0	0.999	1.94e-07	MUC5B+	Epithelial
RWDD1	6.2e-12	-0.258977771	0.292	0.467	1.6300000000000002e-07	MUC5B+	Epithelial
CBX3	1.67e-12	-0.258995336	0.267	0.43	4.41e-08	MUC5B+	Epithelial
SBDS	2.27e-11	-0.259152299	0.27	0.413	5.99e-07	MUC5B+	Epithelial
RBM25	1.59e-11	-0.259212338	0.224	0.406	4.2e-07	MUC5B+	Epithelial
SPPL2A	3.68e-13	-0.259306462	0.1	0.29600000000000004	9.7e-09	MUC5B+	Epithelial
PARP14	4.16e-12	-0.259568378	0.117	0.29600000000000004	1.1e-07	MUC5B+	Epithelial
OTUB1	4.95e-13	-0.259681837	0.217	0.425	1.31e-08	MUC5B+	Epithelial
DST	2.13e-11	-0.259728644	0.078	0.22	5.62e-07	MUC5B+	Epithelial
CNIH1	6.490000000000001e-13	-0.259793239	0.217	0.419	1.71e-08	MUC5B+	Epithelial
TMBIM4	6.29e-12	-0.259832797	0.466	0.58	1.66e-07	MUC5B+	Epithelial
CD86	1.02e-05	-0.259941905	0.004	0.19	0.268391324	MUC5B+	Epithelial
C9orf72	6.09e-11	-0.260092985	0.021	0.226	1.61e-06	MUC5B+	Epithelial
MT-ND4	6.1e-10	-0.260313436	0.964	0.991	1.6100000000000002e-05	MUC5B+	Epithelial
RPS15A	1.02e-10	-0.261048187	0.996	0.993	2.68e-06	MUC5B+	Epithelial
ANP32A	4.78e-13	-0.261252266	0.21	0.414	1.26e-08	MUC5B+	Epithelial
YWHAE	7.87e-11	-0.261451934	0.502	0.619	2.08e-06	MUC5B+	Epithelial
HNRNPK	1.99e-12	-0.261609962	0.6579999999999999	0.762	5.26e-08	MUC5B+	Epithelial
ATP5B	1.2e-12	-0.261644097	0.584	0.745	3.18e-08	MUC5B+	Epithelial
MGLL	1.4499999999999997e-11	-0.261792129	0.103	0.257	3.84e-07	MUC5B+	Epithelial
UBE2I	4.8e-13	-0.262230308	0.238	0.453	1.27e-08	MUC5B+	Epithelial
UQCR10	3.4400000000000007e-12	-0.262678317	0.7509999999999999	0.85	9.08e-08	MUC5B+	Epithelial
MRPL57	7.870000000000001e-12	-0.262708127	0.3670000000000001	0.513	2.08e-07	MUC5B+	Epithelial
PIK3R1	1.11e-11	-0.262808019	0.08900000000000001	0.233	2.93e-07	MUC5B+	Epithelial
PHB2	1.39e-12	-0.262945541	0.395	0.5489999999999999	3.66e-08	MUC5B+	Epithelial
CEP170	1.52e-10	-0.262957412	0.018000000000000002	0.232	4e-06	MUC5B+	Epithelial
B3GNT5	2.72e-11	-0.263087096	0.096	0.233	7.19e-07	MUC5B+	Epithelial
TACC2	8.63e-05	-0.263287368	0.249	0.199	1.0	MUC5B+	Epithelial
HAVCR2	0.974319434	-0.263298295	0.0	0.204	1.0	MUC5B+	Epithelial
ATP5H	1.11e-12	-0.26333747	0.488	0.64	2.92e-08	MUC5B+	Epithelial
PLEKHB2	1.17e-13	-0.263519816	0.114	0.321	3.09e-09	MUC5B+	Epithelial
SNRPB2	2.12e-13	-0.263848455	0.192	0.41	5.589999999999999e-09	MUC5B+	Epithelial
VAMP3	1.01e-13	-0.264051136	0.096	0.331	2.6600000000000003e-09	MUC5B+	Epithelial
RCSD1	9.72e-06	-0.264268852	0.004	0.17600000000000002	0.256439853	MUC5B+	Epithelial
GSN	3.46e-05	-0.264294756	0.562	0.579	0.913725856	MUC5B+	Epithelial
FAM50A	7.78e-14	-0.264321122	0.146	0.368	2.05e-09	MUC5B+	Epithelial
DRAM2	9.41e-14	-0.264498652	0.11	0.315	2.48e-09	MUC5B+	Epithelial
AIP	4.88e-14	-0.264707114	0.08199999999999999	0.305	1.29e-09	MUC5B+	Epithelial
VAMP5	2.1e-07	-0.264715724	0.157	0.228	0.005542846999999999	MUC5B+	Epithelial
CYTH1	2.32e-13	-0.264821957	0.08900000000000001	0.287	6.11e-09	MUC5B+	Epithelial
CFP	0.974308221	-0.265134393	0.0	0.136	1.0	MUC5B+	Epithelial
BIN2	9.36e-06	-0.265341578	0.004	0.183	0.246794558	MUC5B+	Epithelial
PTPN1	4.09e-13	-0.265548799	0.06	0.258	1.08e-08	MUC5B+	Epithelial
MFGE8	4.4400000000000005e-12	-0.265923048	0.036000000000000004	0.217	1.17e-07	MUC5B+	Epithelial
PCM1	2.9100000000000003e-10	-0.265950972	0.21	0.364	7.67e-06	MUC5B+	Epithelial
PPP1R12A	2.7800000000000003e-13	-0.26608539800000003	0.096	0.293	7.3400000000000015e-09	MUC5B+	Epithelial
XRN2	1.34e-13	-0.267128784	0.153	0.379	3.5200000000000007e-09	MUC5B+	Epithelial
1-Mar	8.42e-06	-0.267216084	0.004	0.214	0.221998988	MUC5B+	Epithelial
RHEB	5.23e-12	-0.267273268	0.37	0.509	1.3800000000000002e-07	MUC5B+	Epithelial
GPR65	0.974294879	-0.26733327	0.0	0.197	1.0	MUC5B+	Epithelial
CHD1	1.12e-12	-0.26742758	0.093	0.271	2.96e-08	MUC5B+	Epithelial
STARD3NL	4.2999999999999993e-14	-0.267687241	0.096	0.311	1.13e-09	MUC5B+	Epithelial
H3F3A	2.4e-15	-0.267979904	0.975	0.985	6.32e-11	MUC5B+	Epithelial
C20orf27	5.13e-13	-0.267992575	0.036000000000000004	0.258	1.35e-08	MUC5B+	Epithelial
FCGR1A	0.974290166	-0.26811393	0.0	0.196	1.0	MUC5B+	Epithelial
SYF2	3.43e-13	-0.26817417600000004	0.235	0.424	9.04e-09	MUC5B+	Epithelial
SUPT4H1	1.3e-13	-0.268270425	0.16399999999999998	0.374	3.429999999999999e-09	MUC5B+	Epithelial
ADAMTSL4	5.720000000000001e-09	-0.268408322	0.011	0.211	0.000150989	MUC5B+	Epithelial
PAPOLA	7.21e-13	-0.268540134	0.274	0.448	1.9e-08	MUC5B+	Epithelial
TMX4	2.8800000000000004e-13	-0.268806206	0.057	0.26	7.59e-09	MUC5B+	Epithelial
HADHB	3.63e-14	-0.268808954	0.146	0.361	9.59e-10	MUC5B+	Epithelial
SHISA5	1.69e-13	-0.268957603	0.128	0.337	4.46e-09	MUC5B+	Epithelial
NDUFA3	4.48e-12	-0.26919834600000003	0.495	0.627	1.18e-07	MUC5B+	Epithelial
MLX	1.76e-14	-0.26921359	0.103	0.333	4.64e-10	MUC5B+	Epithelial
SNX5	3.47e-14	-0.27022697	0.171	0.393	9.16e-10	MUC5B+	Epithelial
RBMS1	1.05e-13	-0.27030939	0.121	0.33	2.7600000000000004e-09	MUC5B+	Epithelial
NDUFB2	4.24e-14	-0.270397593	0.708	0.812	1.12e-09	MUC5B+	Epithelial
IFI16	4.24e-11	-0.270432876	0.21	0.354	1.12e-06	MUC5B+	Epithelial
ADH5	1.4599999999999998e-13	-0.270489977	0.199	0.406	3.85e-09	MUC5B+	Epithelial
PELI1	3.65e-12	-0.270616264	0.053	0.229	9.63e-08	MUC5B+	Epithelial
SPAG9	2.2500000000000005e-13	-0.270850241	0.085	0.279	5.93e-09	MUC5B+	Epithelial
HNRNPDL	3.09e-14	-0.270966939	0.762	0.84	8.150000000000001e-10	MUC5B+	Epithelial
SNRPG	1.25e-12	-0.27104288	0.456	0.6	3.31e-08	MUC5B+	Epithelial
UBE2D1	5.22e-14	-0.271517812	0.08900000000000001	0.299	1.3800000000000002e-09	MUC5B+	Epithelial
STK17A	1.51e-12	-0.271754614	0.05	0.225	4e-08	MUC5B+	Epithelial
PRRC2C	1.99e-11	-0.272047937	0.31	0.461	5.26e-07	MUC5B+	Epithelial
SCARB2	9.72e-13	-0.27213000000000004	0.16399999999999998	0.338	2.56e-08	MUC5B+	Epithelial
IRF1	4.15e-09	-0.272450924	0.196	0.317	0.000109423	MUC5B+	Epithelial
BTF3L4	2.73e-14	-0.272592029	0.157	0.381	7.200000000000001e-10	MUC5B+	Epithelial
DNAJB4	3e-11	-0.27260775800000003	0.032	0.18	7.92e-07	MUC5B+	Epithelial
RILPL2	3.21e-13	-0.272674216	0.16	0.353	8.469999999999999e-09	MUC5B+	Epithelial
CALCOCO2	1.27e-13	-0.272813108	0.174	0.37	3.35e-09	MUC5B+	Epithelial
BLOC1S2	4.31e-14	-0.272843271	0.085	0.299	1.14e-09	MUC5B+	Epithelial
ADPGK	3.14e-13	-0.272883877	0.032	0.272	8.29e-09	MUC5B+	Epithelial
NFKBIZ	6.94e-06	-0.273340824	0.409	0.418	0.183084018	MUC5B+	Epithelial
SERPINB6	2.66e-12	-0.273637897	0.224	0.38	7.019999999999999e-08	MUC5B+	Epithelial
CSDE1	6.8e-13	-0.273754791	0.52	0.626	1.79e-08	MUC5B+	Epithelial
CCDC109B	1.6399999999999998e-13	-0.27381071100000004	0.046	0.264	4.320000000000001e-09	MUC5B+	Epithelial
GSTK1	6.74e-12	-0.274214416	0.459	0.61	1.78e-07	MUC5B+	Epithelial
GTF2A2	4.32e-14	-0.274281591	0.221	0.429	1.14e-09	MUC5B+	Epithelial
PDE4DIP	2.11e-13	-0.274297612	0.114	0.298	5.550000000000001e-09	MUC5B+	Epithelial
RPS19BP1	2.39e-14	-0.274328432	0.203	0.409	6.29e-10	MUC5B+	Epithelial
SERINC3	3.3600000000000003e-13	-0.274370034	0.16699999999999998	0.363	8.85e-09	MUC5B+	Epithelial
TMEM30A	1.32e-12	-0.274370034	0.149	0.348	3.48e-08	MUC5B+	Epithelial
SSB	5.2000000000000005e-12	-0.27439746600000003	0.28800000000000003	0.4370000000000001	1.37e-07	MUC5B+	Epithelial
VMA21	1e-13	-0.274523473	0.046	0.282	2.64e-09	MUC5B+	Epithelial
ADAM17	1.6200000000000002e-13	-0.274692822	0.05	0.261	4.26e-09	MUC5B+	Epithelial
COX7B	1.59e-13	-0.274894379	0.6829999999999999	0.8009999999999999	4.19e-09	MUC5B+	Epithelial
DPYD	1.0300000000000003e-13	-0.276261142	0.11	0.316	2.7100000000000004e-09	MUC5B+	Epithelial
NEDD9	3.28e-10	-0.27670579	0.142	0.273	8.65e-06	MUC5B+	Epithelial
RSL24D1	1.58e-13	-0.277167158	0.324	0.504	4.17e-09	MUC5B+	Epithelial
KIAA1551	6.96e-13	-0.27750109	0.06	0.234	1.84e-08	MUC5B+	Epithelial
ARHGEF1	6.98e-14	-0.277631401	0.08900000000000001	0.292	1.84e-09	MUC5B+	Epithelial
CLEC4E	0.974231264	-0.278038425	0.0	0.181	1.0	MUC5B+	Epithelial
COPE	1.57e-13	-0.27806347800000003	0.445	0.604	4.14e-09	MUC5B+	Epithelial
FAM177A1	6.06e-10	-0.278292255	0.295	0.41	1.6e-05	MUC5B+	Epithelial
CACYBP	6.45e-14	-0.278727877	0.16699999999999998	0.375	1.7e-09	MUC5B+	Epithelial
TSPAN7	3.74e-08	-0.27877484	0.011	0.107	0.000986827	MUC5B+	Epithelial
CSRP1	7.26e-14	-0.27877670000000004	0.08900000000000001	0.295	1.92e-09	MUC5B+	Epithelial
IL6ST	2.41e-09	-0.278901429	0.253	0.327	6.36e-05	MUC5B+	Epithelial
CALM3	2.94e-12	-0.278935075	0.196	0.368	7.76e-08	MUC5B+	Epithelial
CLIC4	1.59e-12	-0.279556676	0.071	0.238	4.2e-08	MUC5B+	Epithelial
SF3B1	2.92e-12	-0.279633297	0.331	0.498	7.7e-08	MUC5B+	Epithelial
WASF2	5.9e-13	-0.279633817	0.203	0.395	1.56e-08	MUC5B+	Epithelial
PSME1	7.870000000000001e-12	-0.27978958600000003	0.722	0.772	2.08e-07	MUC5B+	Epithelial
FOXP1	1.02e-11	-0.279850841	0.196	0.36	2.69e-07	MUC5B+	Epithelial
LYST	2.23e-13	-0.279943117	0.057	0.253	5.870000000000001e-09	MUC5B+	Epithelial
MRPS36	4.99e-14	-0.279946987	0.228	0.434	1.32e-09	MUC5B+	Epithelial
DDAH2	1.12e-13	-0.28003156	0.153	0.339	2.95e-09	MUC5B+	Epithelial
PICALM	5.55e-14	-0.280087614	0.057	0.275	1.46e-09	MUC5B+	Epithelial
KTN1	2.85e-11	-0.280128015	0.473	0.581	7.520000000000002e-07	MUC5B+	Epithelial
KHDRBS1	2.19e-13	-0.280213053	0.292	0.487	5.78e-09	MUC5B+	Epithelial
NAA20	9.32e-15	-0.280253409	0.132	0.368	2.46e-10	MUC5B+	Epithelial
EFHD2	6.69e-14	-0.280464271	0.071	0.275	1.76e-09	MUC5B+	Epithelial
TMEM219	9.42e-14	-0.280678556	0.473	0.623	2.49e-09	MUC5B+	Epithelial
LAMTOR5	6.33e-14	-0.281017173	0.338	0.534	1.6699999999999998e-09	MUC5B+	Epithelial
HADHA	4.12e-14	-0.281367319	0.263	0.473	1.09e-09	MUC5B+	Epithelial
CYB5R3	1.55e-12	-0.281371007	0.35600000000000004	0.507	4.08e-08	MUC5B+	Epithelial
ANXA2	1.36e-08	-0.281967369	0.922	0.888	0.000358391	MUC5B+	Epithelial
ANXA6	4.48e-09	-0.281968664	0.011	0.191	0.000118127	MUC5B+	Epithelial
GLA	3.74e-09	-0.282277971	0.011	0.209	9.87e-05	MUC5B+	Epithelial
SMAP2	8.61e-14	-0.28265099	0.071	0.269	2.27e-09	MUC5B+	Epithelial
PAG1	1.87e-11	-0.282912368	0.021	0.227	4.94e-07	MUC5B+	Epithelial
ITGAX	0.974202775	-0.282951967	0.0	0.188	1.0	MUC5B+	Epithelial
TNFRSF1A	1.07e-13	-0.283335738	0.149	0.342	2.8100000000000004e-09	MUC5B+	Epithelial
ESD	1.52e-14	-0.283481343	0.246	0.461	4e-10	MUC5B+	Epithelial
RPL11	2.8499999999999995e-17	-0.283624038	1.0	0.998	7.509999999999997e-13	MUC5B+	Epithelial
FLI1	5.84e-08	-0.283781188	0.006999999999999999	0.231	0.001540627	MUC5B+	Epithelial
TXN	1.4e-09	-0.284334018	0.847	0.902	3.7e-05	MUC5B+	Epithelial
BRD2	3.620000000000001e-13	-0.28450870300000003	0.199	0.4	9.55e-09	MUC5B+	Epithelial
C18orf32	1.93e-14	-0.284527144	0.299	0.493	5.08e-10	MUC5B+	Epithelial
SYK	2.57e-13	-0.284817249	0.039	0.255	6.77e-09	MUC5B+	Epithelial
C11orf58	3.63e-14	-0.284844343	0.4270000000000001	0.58	9.57e-10	MUC5B+	Epithelial
TSPAN4	1.6100000000000002e-13	-0.285202699	0.103	0.294	4.25e-09	MUC5B+	Epithelial
GNPTG	1.04e-14	-0.285744188	0.174	0.397	2.75e-10	MUC5B+	Epithelial
WDR83OS	1.46e-15	-0.285922846	0.623	0.768	3.85e-11	MUC5B+	Epithelial
RPS13	4.69e-14	-0.286156956	1.0	0.994	1.24e-09	MUC5B+	Epithelial
PDCD6IP	4e-14	-0.28647507	0.224	0.425	1.06e-09	MUC5B+	Epithelial
SRSF11	1.24e-12	-0.286494489	0.32	0.501	3.28e-08	MUC5B+	Epithelial
NR3C1	3.25e-14	-0.286809492	0.135	0.334	8.58e-10	MUC5B+	Epithelial
AZI2	1.25e-14	-0.287178514	0.11	0.319	3.31e-10	MUC5B+	Epithelial
GIMAP1	6.01e-06	-0.287892947	0.004	0.198	0.15849831	MUC5B+	Epithelial
RPS27A	1.73e-14	-0.288001231	0.993	0.994	4.57e-10	MUC5B+	Epithelial
ARF5	1.82e-14	-0.288244013	0.463	0.627	4.81e-10	MUC5B+	Epithelial
CD46	5.029999999999999e-12	-0.288470417	0.331	0.486	1.33e-07	MUC5B+	Epithelial
WDR54	2.5e-09	-0.288481537	0.043	0.119	6.59e-05	MUC5B+	Epithelial
ZMYM6NB	5.97e-15	-0.288748517	0.121	0.344	1.5800000000000002e-10	MUC5B+	Epithelial
PARVG	5.47e-06	-0.288774036	0.004	0.238	0.144195587	MUC5B+	Epithelial
IRF8	5.41e-08	-0.288987985	0.006999999999999999	0.22	0.001427555	MUC5B+	Epithelial
TCEB1	2.08e-14	-0.289197909	0.267	0.491	5.48e-10	MUC5B+	Epithelial
PARVB	5.3e-06	-0.289678131	0.004	0.249	0.139737869	MUC5B+	Epithelial
CXCL5	3.3700000000000004e-08	-0.290097731	0.011	0.103	0.000889846	MUC5B+	Epithelial
SOD1	1.35e-11	-0.290106275	0.616	0.6829999999999999	3.56e-07	MUC5B+	Epithelial
UQCRH	5.54e-15	-0.290500086	0.715	0.825	1.46e-10	MUC5B+	Epithelial
MBIP	8e-12	-0.29056653	0.096	0.237	2.11e-07	MUC5B+	Epithelial
APRT	5.83e-14	-0.290818052	0.477	0.615	1.54e-09	MUC5B+	Epithelial
IFRD1	2.09e-12	-0.29115148	0.107	0.263	5.51e-08	MUC5B+	Epithelial
UBL5	1.31e-15	-0.291264046	0.7509999999999999	0.8640000000000001	3.45e-11	MUC5B+	Epithelial
TPST2	3.01e-13	-0.291844499	0.043	0.235	7.94e-09	MUC5B+	Epithelial
SRSF5	1.09e-12	-0.29204481	0.537	0.655	2.87e-08	MUC5B+	Epithelial
JMJD1C	1.8700000000000003e-12	-0.292111147	0.235	0.406	4.9400000000000006e-08	MUC5B+	Epithelial
ALOX15B	0.974150788	-0.29211219	0.0	0.155	1.0	MUC5B+	Epithelial
FASN	2.03e-05	-0.292295192	0.214	0.179	0.5364708429999999	MUC5B+	Epithelial
CCDC170	6.3900000000000005e-09	-0.292360477	0.014	0.101	0.000168512	MUC5B+	Epithelial
FMNL1	1.83e-10	-0.293217014	0.014	0.239	4.83e-06	MUC5B+	Epithelial
SLC16A3	6.07e-14	-0.293241491	0.121	0.308	1.6e-09	MUC5B+	Epithelial
PSMB1	3.61e-15	-0.293530187	0.534	0.701	9.52e-11	MUC5B+	Epithelial
NCEH1	3.59e-11	-0.293575799	0.018000000000000002	0.233	9.47e-07	MUC5B+	Epithelial
FHL1	3.09e-09	-0.293749649	0.011	0.19	8.149999999999999e-05	MUC5B+	Epithelial
GPRIN3	5.23e-06	-0.293996972	0.004	0.215	0.137892525	MUC5B+	Epithelial
ABRACL	1.5e-12	-0.294146433	0.274	0.438	3.96e-08	MUC5B+	Epithelial
RPL39	7.8e-13	-0.294285148	1.0	0.991	2.06e-08	MUC5B+	Epithelial
UQCRB	2.14e-17	-0.294354593	0.875	0.928	5.629999999999999e-13	MUC5B+	Epithelial
KMT2E	1.49e-13	-0.29448181	0.235	0.421	3.9200000000000005e-09	MUC5B+	Epithelial
RSU1	9.210000000000002e-16	-0.29464989	0.085	0.334	2.43e-11	MUC5B+	Epithelial
ZNF207	2.52e-15	-0.295201708	0.149	0.382	6.640000000000001e-11	MUC5B+	Epithelial
IFITM3	0.00025231	-0.295493543	0.868	0.73	1.0	MUC5B+	Epithelial
TTN	9.91e-10	-0.29604708	0.014	0.12	2.62e-05	MUC5B+	Epithelial
NCF4	3.87e-08	-0.296076862	0.006999999999999999	0.246	0.00102151	MUC5B+	Epithelial
AP2M1	8.479999999999999e-15	-0.29610917600000003	0.285	0.4970000000000001	2.24e-10	MUC5B+	Epithelial
GAPDH	5.760000000000001e-11	-0.296122743	0.972	0.976	1.52e-06	MUC5B+	Epithelial
SRSF2	8.98e-14	-0.296133396	0.27	0.461	2.37e-09	MUC5B+	Epithelial
TLR4	4.91e-06	-0.296598245	0.004	0.224	0.129407167	MUC5B+	Epithelial
C19orf70	6.85e-14	-0.29677447100000004	0.384	0.5710000000000001	1.81e-09	MUC5B+	Epithelial
SRSF3	1.49e-13	-0.296985271	0.35200000000000004	0.544	3.93e-09	MUC5B+	Epithelial
CMTM6	4.46e-13	-0.297014759	0.281	0.452	1.18e-08	MUC5B+	Epithelial
C14orf166	3.45e-15	-0.297294544	0.413	0.579	9.11e-11	MUC5B+	Epithelial
