S.No.	cellType	Cell Category	old_symbol	gene	Updated Gene ID	logFC	logDOR	Prop.Exp.in	Prop.Exp.Out	nCells.in	nCells.out
4608	Club	Epithelial	STK39	STK39	27347	0.500799016	1.569478469	0.514700118	0.180836384	2551	305099
8780	Goblet	Epithelial	STK39	STK39	27347	0.545701785	1.980954002	0.617071261	0.181798004	1277	306373
9964	Ionocyte	Epithelial	STK39	STK39	27347	1.300898503	2.808117447	0.8	0.183554653	25	307625
15038	Aberrant Basaloid	Epithelial	STK39	STK39	27347	0.756070481	2.699065031	0.769230769	0.182687706	481	307169
16327	PNEC	Epithelial	STK39	STK39	27347	0.416622787	1.301411633	0.451612903	0.183550724	62	307588
16729	NK	Immune_Lymphoid	STK39	STK39	27347	0.337218318	0.645323152	0.294143588	0.179375118	11338	296312
17352	Pericytes	Mesenchyme	STK39	STK39	27347	0.325634104	0.95123139	0.367164179	0.183204118	670	306980
1434	B	Immune_Lymphoid	STK4	STK4	6789	0.8536037	1.354242484	0.709563015	0.38672249	7895	299755
5105	cDC2	Immune_Myeloid	STK4	STK4	6789	0.393675527	1.142556626	0.666081358	0.388848997	6834	300816
5503	cDC1	Immune_Myeloid	STK4	STK4	6789	0.755643611	1.734272217	0.786407767	0.393560553	1133	306517
5929	DC Mature	Immune_Myeloid	STK4	STK4	6789	1.450982488	3.027574158	0.931122449	0.393637614	784	306866
6556	DC Langerhans	Immune_Myeloid	STK4	STK4	6789	0.851991855	2.513179893	0.890625	0.394491263	320	307330
9137	ILC A	Immune_Lymphoid	STK4	STK4	6789	0.697411262	0.915038972	0.619433198	0.39446546	741	306909
9606	ILC B	Immune_Lymphoid	STK4	STK4	6789	0.315785528	0.243981458	0.454352442	0.394916319	471	307179
12435	Mast	Immune_Myeloid	STK4	STK4	6789	0.64279271	0.663533893	0.558286517	0.394248039	1424	306226
16682	NK	Immune_Lymphoid	STK4	STK4	6789	0.761077018	0.93121565	0.615276063	0.386579011	11338	296312
18053	T	Immune_Lymphoid	STK4	STK4	6789	1.110998577	1.418711181	0.714631723	0.377354672	16102	291548
18458	T Cytotoxic	Immune_Lymphoid	STK4	STK4	6789	0.962133068	1.26473494	0.683520371	0.378765614	16396	291254
18895	T Regulatory	Immune_Lymphoid	STK4	STK4	6789	0.831814127	1.133653069	0.668715847	0.393698602	1464	306186
7506	pDC	Immune_Myeloid	STMN1	STMN1	3925	0.358348284	1.02646877	0.451202263	0.227582971	707	306943
11293	Lymphatic	Vascular-Endothelial	STMN1	STMN1	3925	0.690527527	1.474859063	0.560418649	0.225810675	2102	305548
12015	Macrophage Alveolar	Immune_Myeloid	STMN1	STMN1	3925	0.390526428	1.561783762	0.462767242	0.153033995	74558	233092
15492	Aberrant Basaloid	Epithelial	STMN1	STMN1	3925	0.450163029	1.726797524	0.623700624	0.227477382	481	307169
16283	PNEC	Epithelial	STMN1	STMN1	3925	0.476286486	1.410505621	0.548387097	0.228032303	62	307588
2820	Ciliated	Epithelial	STMND1	STMND1	401236	0.75371056	5.426953059	0.605777311	0.006708483	9520	298130
4162	Ciliated	Epithelial	STOM	STOM	2040	0.39875411	0.948460359	0.620798319	0.388035421	9520	298130
11455	Lymphatic	Vascular-Endothelial	STOM	STOM	2040	0.38549506	0.680625456	0.562321598	0.394088654	2102	305548
11994	Macrophage Alveolar	Immune_Myeloid	STOM	STOM	2040	0.576624549	1.618005938	0.685976019	0.302241175	74558	233092
15607	Aberrant Basaloid	Epithelial	STOM	STOM	2040	0.351880651	1.335744665	0.713097713	0.394740355	481	307169
17336	Pericytes	Mesenchyme	STOM	STOM	2040	0.637358733	1.016324595	0.643283582	0.394696723	670	306980
19490	VE Venous	Vascular-Endothelial	STOM	STOM	2040	0.911372987	1.457438237	0.736986301	0.394425257	730	306920
20080	VE Capillary B	Vascular-Endothelial	STOM	STOM	2040	0.912625969	1.127342547	0.66773934	0.394132641	1243	306407
20595	VE Arterial	Vascular-Endothelial	STOM	STOM	2040	1.039827969	1.562687665	0.756827048	0.394332005	769	306881
21275	VE Capillary A	Vascular-Endothelial	STOM	STOM	2040	0.554223607	0.607669827	0.545279383	0.394984551	519	307131
21791	VE Peribronchial	Vascular-Endothelial	STOM	STOM	2040	0.801977734	1.686071491	0.777403846	0.392636712	2080	305570
2887	Ciliated	Epithelial	STOML3	STOML3	161003	0.435870339	4.998429008	0.421113445	0.004883776	9520	298130
2244	Basal	Epithelial	STON2	STON2	85439	0.379962971	2.218720411	0.379371666	0.062347408	1687	305963
11029	Lymphatic	Vascular-Endothelial	STON2	STON2	85439	1.01097715	3.194366515	0.610371075	0.060327674	2102	305548
14216	Myofibroblast	Mesenchyme	STON2	STON2	85439	0.321345451	1.972114991	0.31873756	0.061141014	3517	304133
3075	Ciliated	Epithelial	STOX1	STOX1	219736	0.575416081	4.060695422	0.525315126	0.018716667	9520	298130
310	AT1	Epithelial	STOX2	STOX2	56977	0.597642026	2.160157803	0.44634378	0.085066064	1053	306597
909	AT2	Epithelial	STOX2	STOX2	56977	0.677587257	2.79028769	0.585458218	0.079792156	3961	303689
2314	Basal	Epithelial	STOX2	STOX2	56977	0.371929736	1.936716839	0.390634262	0.084624611	1687	305963
3538	Ciliated	Epithelial	STOX2	STOX2	56977	0.574932109	2.675127977	0.530147059	0.072129608	9520	298130
4434	Club	Epithelial	STOX2	STOX2	56977	0.520239204	2.293884173	0.473147785	0.083068119	2551	305099
10994	Lymphatic	Vascular-Endothelial	STOX2	STOX2	56977	1.507817827	3.565214864	0.758801142	0.081676201	2102	305548
14990	Aberrant Basaloid	Epithelial	STOX2	STOX2	56977	0.467762855	2.830370813	0.613305613	0.085477376	481	307169
21759	VE Peribronchial	Vascular-Endothelial	STOX2	STOX2	56977	0.336549002	1.802447753	0.358653846	0.084448735	2080	305570
3537	Ciliated	Epithelial	STPG2	STPG2	285555	0.560708946	2.675137387	0.512289916	0.067483983	9520	298130
10215	Ionocyte	Epithelial	STPG2	STPG2	285555	0.386514799	2.194078501	0.44	0.081219017	25	307625
3096	Ciliated	Epithelial	STRA6LP	STRA6LP	112272565	0.470789378	3.983231543	0.456407563	0.015395968	9520	298130
1510	B	Immune_Lymphoid	STRADA	STRADA	92335	0.376210064	0.873967556	0.397086764	0.215592734	7895	299755
5619	cDC1	Immune_Myeloid	STRADA	STRADA	92335	0.305260253	1.268461125	0.499558694	0.219217857	1133	306517
13665	ncMonocyte	Immune_Myeloid	STRADA	STRADA	92335	0.350524061	0.969251789	0.421338472	0.216448854	5708	301942
16726	NK	Immune_Lymphoid	STRADA	STRADA	92335	0.388383309	0.662404922	0.34741577	0.21538446	11338	296312
1404	B	Immune_Lymphoid	STRBP	STRBP	55342	0.55476322	1.698062006	0.403546548	0.110196661	7895	299755
1853	B Plasma	Immune_Lymphoid	STRBP	STRBP	55342	0.504268167	1.650845259	0.407570423	0.116650463	1136	306514
3066	Ciliated	Epithelial	STRBP	STRBP	55342	1.417049254	4.093077114	0.86144958	0.093975782	9520	298130
7318	pDC	Immune_Myeloid	STRBP	STRBP	55342	0.558371063	1.888942778	0.466760962	0.116920731	707	306943
10346	Ionocyte	Epithelial	STRBP	STRBP	55342	0.426961078	1.937465893	0.48	0.117695246	25	307625
15199	Aberrant Basaloid	Epithelial	STRBP	STRBP	55342	0.321439211	2.275356463	0.563409563	0.117026783	481	307169
15459	Aberrant Basaloid	Epithelial	STRN3	STRN3	29966	0.396167385	1.783744476	0.804573805	0.407905746	481	307169
8968	Goblet	Epithelial	STT3B	STT3B	201595	0.305823458	1.150599711	0.577133908	0.301570308	1277	306373
12163	Macrophage Alveolar	Immune_Myeloid	STX12	STX12	23673	0.302449229	1.176876968	0.578127096	0.296964289	74558	233092
19657	VE Venous	Vascular-Endothelial	STX12	STX12	23673	0.445536569	0.697542077	0.535616438	0.364697641	730	306920
20157	VE Capillary B	Vascular-Endothelial	STX12	STX12	23673	0.637416204	0.702847152	0.536604988	0.364407471	1243	306407
20756	VE Arterial	Vascular-Endothelial	STX12	STX12	23673	0.544268946	0.782293919	0.55656697	0.364623421	769	306881
21928	VE Peribronchial	Vascular-Endothelial	STX12	STX12	23673	0.494167919	1.12762604	0.637980769	0.363245737	2080	305570
3799	Ciliated	Epithelial	STX2	STX2	2054	0.33823414	2.00290565	0.41355042	0.086891624	9520	298130
1310	AT2	Epithelial	STX3	STX3	6809	0.382928188	0.633710467	0.639989902	0.485368255	3961	303689
11799	Macrophage	Immune_Myeloid	STX3	STX3	6809	0.43318007	0.806269214	0.615639393	0.416977086	108994	198656
11999	Macrophage Alveolar	Immune_Myeloid	STX3	STX3	6809	0.661966314	1.606252898	0.767094074	0.397881523	74558	233092
1587	B	Immune_Lymphoid	STX5	STX5	6811	0.449064049	0.605078879	0.485877137	0.340384647	7895	299755
984	AT2	Epithelial	STXBP1	STXBP1	6812	0.386973623	2.407877024	0.408230245	0.058464416	3961	303689
12063	Macrophage Alveolar	Immune_Myeloid	STXBP2	STXBP2	6813	0.49400752	1.398714354	0.644719547	0.309422889	74558	233092
13441	cMonocyte	Immune_Myeloid	STXBP2	STXBP2	6813	0.319807559	0.433632325	0.491664513	0.385332028	15476	292174
13686	ncMonocyte	Immune_Myeloid	STXBP2	STXBP2	6813	0.554100045	0.913724567	0.611072179	0.386514629	5708	301942
3513	Ciliated	Epithelial	STXBP4	STXBP4	252983	0.438559582	2.746413443	0.449369748	0.049753463	9520	298130
14223	Myofibroblast	Mesenchyme	STXBP4	STXBP4	252983	0.306261971	1.931087034	0.303099232	0.059332595	3517	304133
17206	Pericytes	Mesenchyme	STXBP4	STXBP4	252983	0.350547031	1.863270354	0.297014925	0.061606619	670	306980
10495	Ionocyte	Epithelial	STXBP5	STXBP5	134957	0.310956809	1.665986165	0.48	0.14893783	25	307625
12424	Mast	Immune_Myeloid	STXBP5	STXBP5	134957	0.347746972	0.79429852	0.278089888	0.14836428	1424	306226
15924	PNEC	Epithelial	STXBP5	STXBP5	134957	1.156633777	2.95114457	0.774193548	0.148838706	62	307588
15681	PNEC	Epithelial	STXBP5L	STXBP5L	9515	1.403807473	5.301050061	0.85483871	0.027312509	62	307588
11137	Lymphatic	Vascular-Endothelial	STXBP6	STXBP6	29091	0.497327077	2.378106211	0.362511893	0.050100148	2102	305548
12312	Mast	Immune_Myeloid	STXBP6	STXBP6	29091	0.612270714	2.309969863	0.350421348	0.050848066	1424	306226
19234	VE Venous	Vascular-Endothelial	STXBP6	STXBP6	29091	0.989812222	3.064310262	0.535616438	0.051084973	730	306920
19784	VE Capillary B	Vascular-Endothelial	STXBP6	STXBP6	29091	1.414122986	3.541986232	0.644408689	0.049832412	1243	306407
20452	VE Arterial	Vascular-Endothelial	STXBP6	STXBP6	29091	0.633284374	2.441638295	0.383615085	0.05140429	769	306881
20877	VE Capillary A	Vascular-Endothelial	STXBP6	STXBP6	29091	1.991073157	4.41652877	0.816955684	0.050942432	519	307131
3843	Ciliated	Epithelial	STYXL1	STYXL1	51657	0.366394073	1.89115109	0.45	0.109895012	9520	298130
5247	cDC2	Immune_Myeloid	SUB1	SUB1	10923	0.323801815	0.890826099	0.766461809	0.573805915	6834	300816
5736	cDC1	Immune_Myeloid	SUB1	SUB1	10923	0.443298291	0.923058055	0.774933804	0.577357863	1133	306517
6342	DC Mature	Immune_Myeloid	SUB1	SUB1	10923	0.392827134	0.860070554	0.764030612	0.577610423	784	306866
6753	DC Langerhans	Immune_Myeloid	SUB1	SUB1	10923	0.52164187	1.65019452	0.878125	0.577773078	320	307330
7586	pDC	Immune_Myeloid	SUB1	SUB1	10923	0.461270958	0.796672536	0.752475248	0.577683804	707	306943
19080	T Regulatory	Immune_Lymphoid	SUB1	SUB1	10923	0.432466298	0.199389813	0.62568306	0.577857903	1464	306186
14242	Myofibroblast	Mesenchyme	SUGCT	SUGCT	79783	0.355401655	1.835570496	0.349729883	0.079027925	3517	304133
7835	Fibroblast	Mesenchyme	SULF1	SULF1	23213	0.7538165	3.784023359	0.520573801	0.024085167	2649	305001
12620	Mesothelial	Epithelial	SULF1	SULF1	23213	0.773406819	3.828953185	0.564373898	0.02737045	567	307083
14016	Myofibroblast	Mesenchyme	SULF1	SULF1	23213	0.510758702	3.140600504	0.366789878	0.024446541	3517	304133
20387	VE Arterial	Vascular-Endothelial	SULF1	SULF1	23213	0.551814865	2.87384572	0.33420026	0.027593758	769	306881
4945	cDC2	Immune_Myeloid	SULF2	SULF2	55959	0.403222972	1.802332313	0.450102429	0.118933168	6834	300816
5388	cDC1	Immune_Myeloid	SULF2	SULF2	55959	0.841418254	2.753469879	0.690203001	0.124205183	1133	306517
5978	DC Mature	Immune_Myeloid	SULF2	SULF2	55959	0.695477759	2.337315086	0.596938776	0.125087172	784	306866
7227	pDC	Immune_Myeloid	SULF2	SULF2	55959	0.967673574	2.62907687	0.664780764	0.125049276	707	306943
11277	Lymphatic	Vascular-Endothelial	SULF2	SULF2	55959	0.408326113	1.526319251	0.395337774	0.124438713	2102	305548
13247	cMonocyte	Immune_Myeloid	SULF2	SULF2	55959	0.495862473	1.596152258	0.3849832	0.11258702	15476	292174
13581	ncMonocyte	Immune_Myeloid	SULF2	SULF2	55959	0.373607832	1.363083361	0.351962158	0.122023435	5708	301942
463	AT1	Epithelial	SULT1A1	SULT1A1	6817	0.376678974	1.363334648	0.339981007	0.116494943	1053	306597
9797	Ionocyte	Epithelial	SULT1C2	SULT1C2	6819	0.41040162	3.694694469	0.32	0.011926859	25	307625
19118	VE Venous	Vascular-Endothelial	SULT1E1	SULT1E1	6783	0.445979009	4.359984002	0.210958904	0.003411312	730	306920
8594	Goblet	Epithelial	SULT2B1	SULT2B1	6820	0.324442945	2.895738033	0.408770556	0.036808074	1277	306373
2468	Basal	Epithelial	SUN1	SUN1	23353	0.336121056	1.415045024	0.424422051	0.151933404	1687	305963
3791	Ciliated	Epithelial	SUN1	SUN1	23353	0.504925585	2.030414442	0.554831933	0.140609801	9520	298130
8801	Goblet	Epithelial	SUN1	SUN1	23353	0.351450438	1.850247786	0.532498042	0.151847584	1277	306373
10187	Ionocyte	Epithelial	SUN1	SUN1	23353	0.5787084	2.260331336	0.64	0.153388054	25	307625
15015	Aberrant Basaloid	Epithelial	SUN1	SUN1	23353	0.590237192	2.769903623	0.742203742	0.152505624	481	307169
16290	PNEC	Epithelial	SUN1	SUN1	23353	0.340347268	1.388203497	0.419354839	0.153373994	62	307588
638	AT1	Epithelial	SUPT3H	SUPT3H	8464	0.31021975	0.627976163	0.433048433	0.289637537	1053	306597
2616	Basal	Epithelial	SUPT3H	SUPT3H	8464	0.310866679	0.892032914	0.497925311	0.288982655	1687	305963
7570	pDC	Immune_Myeloid	SUPT3H	SUPT3H	8464	0.365940391	0.831928853	0.483734088	0.289682449	707	306943
10630	Ionocyte	Epithelial	SUPT3H	SUPT3H	8464	0.314113369	1.44696389	0.64	0.290099959	25	307625
16264	PNEC	Epithelial	SUPT3H	SUPT3H	8464	0.541871472	1.482891409	0.64516129	0.290056829	62	307588
11	AT1	Epithelial	SUSD2	SUSD2	56241	1.307965595	5.464558565	0.708452042	0.010172963	1053	306597
729	AT2	Epithelial	SUSD2	SUSD2	56241	0.343319991	4.192613927	0.35193133	0.008136613	3961	303689
9767	Ionocyte	Epithelial	SUSD4	SUSD4	55061	0.551463889	3.937045466	0.44	0.015232832	25	307625
5229	cDC2	Immune_Myeloid	SUSD6	SUSD6	9766	0.302621347	0.924792135	0.668715247	0.444597362	6834	300816
5659	cDC1	Immune_Myeloid	SUSD6	SUSD6	9766	0.489029759	1.146593221	0.719329214	0.448578709	1133	306517
7062	DC Langerhans	Immune_Myeloid	SUSD6	SUSD6	9766	0.407013523	1.200880493	0.73125	0.44928253	320	307330
22010	VE Peribronchial	Vascular-Endothelial	SUSD6	SUSD6	9766	0.389357293	0.830874401	0.650961538	0.448204994	2080	305570
6140	DC Mature	Immune_Myeloid	SUZ12	SUZ12	23512	0.454223572	1.466464263	0.505102041	0.190604368	784	306866
6795	DC Langerhans	Immune_Myeloid	SUZ12P1	SUZ12P1	440423	0.399892416	1.592975654	0.58125	0.21992321	320	307330
7428	pDC	Immune_Myeloid	SUZ12P1	SUZ12P1	440423	0.526459347	1.32721292	0.514851485	0.219620581	707	306943
16222	PNEC	Epithelial	SUZ12P1	SUZ12P1	440423	0.472745528	1.65002359	0.596774194	0.220223156	62	307588
11105	Lymphatic	Vascular-Endothelial	SV2B	SV2B	9899	0.304192922	2.591693793	0.23358706	0.02233037	2102	305548
7831	Fibroblast	Mesenchyme	SVEP1	SVEP1	79987	0.759649707	3.833573749	0.520573801	0.022947466	2649	305001
12717	Mesothelial	Epithelial	SVEP1	SVEP1	79987	0.425915842	3.000535195	0.354497354	0.02662798	567	307083
13996	Myofibroblast	Mesenchyme	SVEP1	SVEP1	79987	0.538796692	3.308623752	0.391811203	0.023016246	3517	304133
1187	AT2	Epithelial	SVIL	SVIL	6840	0.650026663	1.408421018	0.799798031	0.494035016	3961	303689
2465	Basal	Epithelial	SVIL	SVIL	6840	0.622186974	1.431444454	0.804979253	0.496278962	1687	305963
4805	Club	Epithelial	SVIL	SVIL	6840	0.329817962	0.856727194	0.698941592	0.496291368	2551	305099
10397	Ionocyte	Epithelial	SVIL	SVIL	6840	0.579765079	1.868989662	0.88	0.497940675	25	307625
11877	Macrophage Alveolar	Immune_Myeloid	SVIL	SVIL	6840	1.151164337	2.453454684	0.875653853	0.377164381	74558	233092
15059	Aberrant Basaloid	Epithelial	SVIL	SVIL	6840	0.823174694	2.637736773	0.933471933	0.497289766	481	307169
17843	SMC	Mesenchyme	SVIL	SVIL	6840	0.501935952	0.888510714	0.706798867	0.497491399	706	306944
21919	VE Peribronchial	Vascular-Endothelial	SVIL	SVIL	6840	0.56880907	1.178390538	0.762019231	0.496174363	2080	305570
16062	PNEC	Epithelial	SVIP	SVIP	258010	0.591592913	2.225849477	0.5	0.097451786	62	307588
1441	B	Immune_Lymphoid	SWAP70	SWAP70	23075	0.691755736	1.310594408	0.531348955	0.234144551	7895	299755
15477	Aberrant Basaloid	Epithelial	SWAP70	SWAP70	23075	0.339771994	1.7491121	0.646569647	0.241137615	481	307169
19547	VE Venous	Vascular-Endothelial	SWAP70	SWAP70	23075	0.538641314	1.157320087	0.502739726	0.241150788	730	306920
20103	VE Capillary B	Vascular-Endothelial	SWAP70	SWAP70	23075	0.579415481	0.955742756	0.452131939	0.240918125	1243	306407
20611	VE Arterial	Vascular-Endothelial	SWAP70	SWAP70	23075	0.765539005	1.480562496	0.582574772	0.240917489	769	306881
21303	VE Capillary A	Vascular-Endothelial	SWAP70	SWAP70	23075	0.32928474	0.478018446	0.33911368	0.241607002	519	307131
21666	VE Peribronchial	Vascular-Endothelial	SWAP70	SWAP70	23075	1.002871816	2.296372662	0.756730769	0.238266191	2080	305570
5076	cDC2	Immune_Myeloid	SYAP1	SYAP1	94056	0.504337333	1.216402096	0.784021071	0.518143982	6834	300816
5742	cDC1	Immune_Myeloid	SYAP1	SYAP1	94056	0.44541548	0.904456651	0.730803177	0.523285821	1133	306517
6966	DC Langerhans	Immune_Myeloid	SYAP1	SYAP1	94056	0.449104036	1.34463639	0.809375	0.523752969	320	307330
9305	ILC A	Immune_Lymphoid	SYAP1	SYAP1	94056	0.398824618	0.227818238	0.580296896	0.523914255	741	306909
12459	Mast	Immune_Myeloid	SYAP1	SYAP1	94056	0.755004137	0.507349688	0.646067416	0.523482657	1424	306226
13389	cMonocyte	Immune_Myeloid	SYAP1	SYAP1	94056	0.568781844	0.624555335	0.666128199	0.5165244	15476	292174
13742	ncMonocyte	Immune_Myeloid	SYAP1	SYAP1	94056	0.618288111	0.742587003	0.695515067	0.520808632	5708	301942
16852	NK	Immune_Lymphoid	SYAP1	SYAP1	94056	0.382049678	0.091026604	0.545863468	0.523215395	11338	296312
14907	Aberrant Basaloid	Epithelial	SYCE1L	SYCE1L	100130958	0.38965906	3.076352363	0.515592516	0.046791831	481	307169
2976	Ciliated	Epithelial	SYDE2	SYDE2	84144	0.44771294	4.494118069	0.418697479	0.007983095	9520	298130
332	AT1	Epithelial	SYN3	SYN3	8224	0.669266136	2.025118258	0.416904084	0.086250029	1053	306597
2321	Basal	Epithelial	SYN3	SYN3	8224	0.498699936	1.902503579	0.385892116	0.085735857	1687	305963
7979	Fibroblast	Mesenchyme	SYN3	SYN3	8224	0.909794601	2.559029869	0.540581351	0.083445628	2649	305001
10432	Ionocyte	Epithelial	SYN3	SYN3	8224	0.32662552	1.794223473	0.36	0.08735961	25	307625
11114	Lymphatic	Vascular-Endothelial	SYN3	SYN3	8224	1.038589664	2.541900652	0.539010466	0.084274811	2102	305548
12990	Mesothelial	Epithelial	SYN3	SYN3	8224	0.302780572	1.603643979	0.320987654	0.086950434	567	307083
14156	Myofibroblast	Mesenchyme	SYN3	SYN3	8224	0.87655267	2.317030159	0.478248507	0.082861774	3517	304133
15811	PNEC	Epithelial	SYN3	SYN3	8224	1.834953101	3.647075233	0.790322581	0.087240074	62	307588
17091	Pericytes	Mesenchyme	SYN3	SYN3	8224	1.068075842	2.604690579	0.56119403	0.086347645	670	306980
17662	SMC	Mesenchyme	SYN3	SYN3	8224	0.756765188	2.146343517	0.447592068	0.086553247	706	306944
19263	VE Venous	Vascular-Endothelial	SYN3	SYN3	8224	1.446865515	2.81243759	0.610958904	0.086136452	730	306920
19815	VE Capillary B	Vascular-Endothelial	SYN3	SYN3	8224	1.766289631	3.076939801	0.668543846	0.085024167	1243	306407
20385	VE Arterial	Vascular-Endothelial	SYN3	SYN3	8224	1.59485649	2.892041666	0.629388817	0.086023573	769	306881
20968	VE Capillary A	Vascular-Endothelial	SYN3	SYN3	8224	1.423717597	2.888960213	0.630057803	0.086464733	519	307131
21714	VE Peribronchial	Vascular-Endothelial	SYN3	SYN3	8224	0.636347573	2.00846028	0.409615385	0.085188337	2080	305570
13163	Mesothelial	Epithelial	SYNCRIP	SYNCRIP	10492	0.300828128	1.010259185	0.546737213	0.305106437	567	307083
415	AT1	Epithelial	SYNE1	SYNE1	23345	0.718448032	1.604570454	0.556505223	0.201362049	1053	306597
829	AT2	Epithelial	SYNE1	SYNE1	23345	1.468937488	3.233539793	0.859378945	0.194010978	3961	303689
3015	Ciliated	Epithelial	SYNE1	SYNE1	23345	1.791920717	4.329992715	0.943067227	0.17893201	9520	298130
4720	Club	Epithelial	SYNE1	SYNE1	23345	0.331929149	1.134368196	0.438259506	0.200607016	2551	305099
8153	Fibroblast	Mesenchyme	SYNE1	SYNE1	23345	0.484582648	1.57118491	0.545488864	0.199599346	2649	305001
10790	Ionocyte	Epithelial	SYNE1	SYNE1	23345	0.315341815	1.138573323	0.44	0.20255831	25	307625
11216	Lymphatic	Vascular-Endothelial	SYNE1	SYNE1	23345	0.842442578	1.889191986	0.622740247	0.19968712	2102	305548
13102	Mesothelial	Epithelial	SYNE1	SYNE1	23345	0.305139842	1.2073116	0.458553792	0.202104968	567	307083
14247	Myofibroblast	Mesenchyme	SYNE1	SYNE1	23345	0.619079629	1.817327848	0.603070799	0.197946293	3517	304133
15310	Aberrant Basaloid	Epithelial	SYNE1	SYNE1	23345	0.458431621	2.06012387	0.665280665	0.201853052	481	307169
16628	NK	Immune_Lymphoid	SYNE1	SYNE1	23345	0.778867984	1.540086283	0.523019933	0.190316288	11338	296312
17758	SMC	Mesenchyme	SYNE1	SYNE1	23345	0.480313105	1.425608021	0.512747875	0.201864184	706	306944
18517	T Cytotoxic	Immune_Lymphoid	SYNE1	SYNE1	23345	0.343982048	0.800944711	0.349475482	0.194308061	16396	291254
19551	VE Venous	Vascular-Endothelial	SYNE1	SYNE1	23345	0.369709493	1.148513038	0.443835616	0.202003779	730	306920
19977	VE Capillary B	Vascular-Endothelial	SYNE1	SYNE1	23345	1.128647405	1.782700811	0.599356396	0.200967994	1243	306407
20711	VE Arterial	Vascular-Endothelial	SYNE1	SYNE1	23345	0.330656766	0.965137132	0.399219766	0.202084847	769	306881
21011	VE Capillary A	Vascular-Endothelial	SYNE1	SYNE1	23345	1.555717593	2.459252727	0.747591522	0.201656622	519	307131
383	AT1	Epithelial	SYNE2	SYNE2	23224	0.63877575	1.792328267	0.594491928	0.196211966	1053	306597
1843	B Plasma	Immune_Lymphoid	SYNE2	SYNE2	23224	0.621164593	1.832286459	0.603873239	0.196069348	1136	306514
2161	Basal	Epithelial	SYNE2	SYNE2	23224	0.956837516	2.602258819	0.765263782	0.19444508	1687	305963
3260	Ciliated	Epithelial	SYNE2	SYNE2	23224	1.296576022	3.527490027	0.878991597	0.175815919	9520	298130
4395	Club	Epithelial	SYNE2	SYNE2	23224	0.967235426	2.492912155	0.743237946	0.19301276	2551	305099
8628	Goblet	Epithelial	SYNE2	SYNE2	23224	0.772318437	2.732079257	0.788566954	0.195111841	1277	306373
9861	Ionocyte	Epithelial	SYNE2	SYNE2	23224	1.519629402	3.262615071	0.88	0.197519707	25	307625
11314	Lymphatic	Vascular-Endothelial	SYNE2	SYNE2	23224	0.441016871	1.347363928	0.483349191	0.195609201	2102	305548
12970	Mesothelial	Epithelial	SYNE2	SYNE2	23224	0.454838401	1.685835834	0.569664903	0.196888138	567	307083
14886	Aberrant Basaloid	Epithelial	SYNE2	SYNE2	23224	0.783792999	3.139322954	0.85031185	0.196553038	481	307169
16618	NK	Immune_Lymphoid	SYNE2	SYNE2	23224	0.78725458	1.640420277	0.538542953	0.18452847	11338	296312
17304	Pericytes	Mesenchyme	SYNE2	SYNE2	23224	0.32289766	1.19555497	0.447761194	0.197029122	670	306980
18025	T	Immune_Lymphoid	SYNE2	SYNE2	23224	0.921406644	1.874688066	0.582536331	0.17631402	16102	291548
18427	T Cytotoxic	Immune_Lymphoid	SYNE2	SYNE2	23224	0.787751605	1.730850519	0.549646255	0.177755499	16396	291254
18766	T Regulatory	Immune_Lymphoid	SYNE2	SYNE2	23224	1.164236299	2.260768389	0.699453552	0.195175482	1464	306186
19374	VE Venous	Vascular-Endothelial	SYNE2	SYNE2	23224	0.930474123	2.078130417	0.661643836	0.196471393	730	306920
19944	VE Capillary B	Vascular-Endothelial	SYNE2	SYNE2	23224	1.097697595	2.014094333	0.646017699	0.195755972	1243	306407
20538	VE Arterial	Vascular-Endothelial	SYNE2	SYNE2	23224	0.829257759	1.903844547	0.621586476	0.196512655	769	306881
21063	VE Capillary A	Vascular-Endothelial	SYNE2	SYNE2	23224	1.09856568	1.945798639	0.631984586	0.196841087	519	307131
21492	VE Peribronchial	Vascular-Endothelial	SYNE2	SYNE2	23224	1.547372981	3.323220665	0.869230769	0.19300324	2080	305570
3544	Ciliated	Epithelial	SYNGAP1	SYNGAP1	8831	0.301860962	2.666624389	0.347163866	0.035635461	9520	298130
5711	cDC1	Immune_Myeloid	SYNGR2	SYNGR2	9144	0.356276159	0.989176226	0.619593998	0.377117746	1133	306517
6256	DC Mature	Immune_Myeloid	SYNGR2	SYNGR2	9144	0.418763731	1.104594865	0.646683673	0.377324304	784	306866
6702	DC Langerhans	Immune_Myeloid	SYNGR2	SYNGR2	9144	0.584071846	1.749532341	0.778125	0.377594117	320	307330
12150	Macrophage Alveolar	Immune_Myeloid	SYNGR2	SYNGR2	9144	0.328737153	1.203528799	0.597159259	0.307912755	74558	233092
10264	Ionocyte	Epithelial	SYNJ2	SYNJ2	8871	0.375540371	2.095683629	0.52	0.117249898	25	307625
12382	Mast	Immune_Myeloid	SYNJ2	SYNJ2	8871	0.38951678	1.121318243	0.287921348	0.116489129	1424	306226
12930	Mesothelial	Epithelial	SYNJ2	SYNJ2	8871	0.428967022	1.872871621	0.462081129	0.116645988	567	307083
18117	T	Immune_Lymphoid	SYNJ2	SYNJ2	8871	0.321253953	0.966355276	0.245559558	0.110197978	16102	291548
